InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
530032,40010,MALIBAN MARIE BISCUITS 400G,8,2020-03-09 15:42:21,1.91,301022.0,350.0,2800.0,Galle
530033,40060,SUNLIGHT SOAP 115G,5,2020-03-13 14:01:29,0.65,301144.0,120.0,600.0,Galle
530034,40077,PILAWOOS FALOODA MIX 200G,3,2020-03-14 17:13:11,1.91,301202.0,350.0,1050.0,Kurunegala
530035,40089,KANDOS CHOCOLATE BAR 100G,2,2020-03-17 11:38:15,1.36,301014.0,250.0,500.0,Kandy
530036,DELV,COURIER DELIVERY CHARGE,1,2020-03-17 15:57:21,3.0,301175.0,550.5,550.5,Matara
530037,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,1,2020-03-18 17:52:13,4.36,301089.0,800.0,800.0,Vavuniya
530038,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,2020-03-19 14:34:33,1.2,,220.0,660.0,Gampaha
530039,40071,MA MA NOODLES 5 PACK,4,2020-03-21 13:05:41,2.18,301159.0,400.0,1600.0,Puttalam
530040,40002,DILMAH EARL GREY TEA 50 BAGS,8,2020-03-24 12:40:44,4.63,301003.0,850.0,6800.0,Hambantota
530041,40083,BOGAWANTALAWA TEA 400G,2,2020-03-25 11:27:46,4.9,301030.0,900.0,1800.0,Puttalam
530042,40013,SPA CEYLON SLEEP BODY LOTION,2,2020-03-25 17:50:56,19.07,301046.0,3500.0,7000.0,Moneragala
530043,40005,WATAWALA TEA 400G,4,2020-03-25 18:22:29,4.25,301053.0,780.0,3120.0,Kurunegala
530044,40001,DILMAH CEYLON TEA 500G,6,2020-03-27 20:21:53,6.54,301061.0,1200.0,7200.0,Moneragala
530045,40019,ELEPHANT HOUSE GINGER BEER 1.5L,1,2020-03-28 12:02:07,2.18,301053.0,400.0,400.0,Ratnapura
530046,40003,DILMAH GREEN TEA 20 BAGS,2,2020-03-28 16:45:47,3.0,301028.0,550.0,1100.0,Colombo
530047,40008,MUNCHEE LEMON PUFF 200G,8,2020-03-28 17:16:11,1.09,301081.0,200.0,1600.0,Gampaha
530048,40003,DILMAH GREEN TEA 20 BAGS,12,2020-03-29 08:17:18,3.0,301150.0,550.0,6600.0,Kandy
530049,40023,RATHTHI MILK POWDER 400G,5,2020-03-29 20:26:50,5.99,301158.0,1100.0,5500.0,Polonnaruwa
530050,40034,HARISCHANDRA COFFEE 100G,5,2020-03-30 19:03:29,2.07,,380.0,1900.0,Hambantota
530051,40078,SOFTLOGIC COCONUT MILK 400ML,8,2020-04-05 10:07:39,1.74,301033.0,320.0,2560.0,Anuradhapura
530052,40007,MUNCHEE CHOCOLATE BISCUIT 200G,4,2020-04-06 09:46:32,1.2,301103.0,220.0,880.0,Ampara
530053,40077,PILAWOOS FALOODA MIX 200G,1,2020-04-06 14:15:34,1.91,,350.0,350.0,Matale
530054,40004,ZESTA TEA 400G,10,2020-04-08 17:55:37,5.72,301079.0,1050.0,10500.0,Matara
530055,DELV,COURIER DELIVERY CHARGE,12,2020-04-11 08:03:56,3.0,301103.0,550.5,6606.0,Gampaha
530056,40088,CARGILLS FRESH EGGS (10),3,2020-04-17 14:18:46,1.91,,350.0,1050.0,Moneragala
530057,40032,PRIMA STELLA NOODLES 400G,12,2020-04-20 08:34:32,1.53,301030.0,280.0,3360.0,Kegalle
530058,40034,HARISCHANDRA COFFEE 100G,5,2020-04-22 18:58:29,2.07,301007.0,380.0,1900.0,Gampaha
530059,40023,RATHTHI MILK POWDER 400G,5,2020-04-23 18:42:08,5.99,301057.0,1100.0,5500.0,Matara
530060,40003,DILMAH GREEN TEA 20 BAGS,6,2020-04-24 12:30:13,3.0,301032.0,550.0,3300.0,Anuradhapura
530061,40082,NECTO 1.5L,10,2020-04-29 18:54:03,1.91,,350.0,3500.0,Nuwara Eliya
530062,40028,BAIRAHA CHICKEN 1KG,8,2020-04-30 08:03:15,7.9,301041.0,1450.0,11600.0,Kalutara
530063,40017,MD MIXED FRUIT JAM 500G,20,2020-05-05 19:52:50,3.54,301132.0,650.0,13000.0,Colombo
530064,40061,VELVET BEAUTY SOAP 100G,1,2020-05-06 13:48:41,0.82,301206.0,150.0,150.0,Polonnaruwa
530065,40065,FAIR & LOVELY CREAM 50G,4,2020-05-06 19:27:47,1.74,301019.0,320.0,1280.0,Gampaha
530066,40030,KIST MIXED FRUIT NECTAR 1L,1,2020-05-07 09:00:18,3.0,301100.0,550.0,550.0,Batticaloa
530067,40068,CLOSE UP TOOTHPASTE 120G,4,2020-05-08 09:08:40,1.28,301025.0,235.0,940.0,Gampaha
530068,40025,KOTMALE FRESH MILK 1L,4,2020-05-13 12:37:20,2.45,301181.0,450.0,1800.0,Kegalle
530069,40089,KANDOS CHOCOLATE BAR 100G,2,2020-05-17 16:09:14,1.36,301193.0,250.0,500.0,Kalutara
530070,40046,MARMITE 100G,3,2020-05-18 11:34:00,4.09,301128.0,750.0,2250.0,Badulla
530071,40003,DILMAH GREEN TEA 20 BAGS,2,2020-05-20 09:09:53,3.0,,550.0,1100.0,Kilinochchi
530072,40027,KEELLS CHICKEN SAUSAGES 500G,2,2020-05-20 09:48:51,5.18,301166.0,950.0,1900.0,Galle
530073,40038,MOTHA FALUDA MIX 100G,1,2020-05-21 15:33:34,1.09,301090.0,200.0,200.0,Galle
530074,40038,MOTHA FALUDA MIX 100G,4,2020-05-23 12:17:16,1.09,301078.0,200.0,800.0,Kurunegala
530075,40018,MD MANGO CHUTNEY 400G,6,2020-05-24 11:18:40,3.54,301173.0,650.0,3900.0,Kurunegala
530076,40032,PRIMA STELLA NOODLES 400G,5,2020-05-24 14:01:30,1.53,301184.0,280.0,1400.0,Colombo
530077,40005,WATAWALA TEA 400G,2,2020-05-27 08:41:59,4.25,301016.0,780.0,1560.0,Colombo
530078,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,2020-05-28 16:00:11,1.2,301214.0,220.0,1320.0,Moneragala
530079,40017,MD MIXED FRUIT JAM 500G,3,2020-05-29 12:24:19,3.54,301045.0,650.0,1950.0,Jaffna
530080,40072,FUN FOODS MAYONNAISE 250G,10,2020-05-31 16:40:48,2.67,,490.0,4900.0,Ratnapura
530081,40081,SPRITE 1.5L,2,2020-06-04 11:20:59,1.91,301110.0,350.0,700.0,Matara
530082,40025,KOTMALE FRESH MILK 1L,2,2020-06-05 17:25:27,2.45,301172.0,450.0,900.0,Galle
530083,40001,DILMAH CEYLON TEA 500G,1,2020-06-10 11:05:02,6.54,301078.0,1200.0,1200.0,Colombo
530084,40077,PILAWOOS FALOODA MIX 200G,6,2020-06-12 15:02:37,1.91,301005.0,350.0,2100.0,Kegalle
530085,40013,SPA CEYLON SLEEP BODY LOTION,3,2020-06-13 20:28:24,19.07,,3500.0,10500.0,Badulla
530086,40088,CARGILLS FRESH EGGS (10),8,2020-06-15 13:21:34,1.91,301019.0,350.0,2800.0,Gampaha
530087,40088,CARGILLS FRESH EGGS (10),2,2020-06-17 11:30:52,1.91,,350.0,700.0,Gampaha
530088,40014,SPA CEYLON HAND CREAM,5,2020-06-17 16:21:12,11.99,,2200.0,11000.0,Hambantota
530089,40013,SPA CEYLON SLEEP BODY LOTION,8,2020-06-18 11:48:50,19.07,301157.0,3500.0,28000.0,Colombo
530090,40005,WATAWALA TEA 400G,2,2020-06-25 16:01:30,4.25,301073.0,780.0,1560.0,Trincomalee
530091,40018,MD MANGO CHUTNEY 400G,1,2020-06-28 16:20:17,3.54,301101.0,650.0,650.0,Jaffna
530092,40004,ZESTA TEA 400G,2,2020-06-29 13:32:28,5.72,301034.0,1050.0,2100.0,Colombo
530093,40036,MAGGI COCONUT MILK POWDER 300G,1,2020-06-30 09:47:21,4.09,301150.0,750.0,750.0,Matara
530094,40007,MUNCHEE CHOCOLATE BISCUIT 200G,4,2020-07-03 11:05:18,1.2,301055.0,220.0,880.0,Badulla
530095,40001,DILMAH CEYLON TEA 500G,8,2020-07-07 09:34:35,6.54,301055.0,1200.0,9600.0,Kalutara
530096,40004,ZESTA TEA 400G,6,2020-07-07 19:14:12,5.72,301072.0,1050.0,6300.0,Puttalam
530097,40084,AKBAR TEA 400G,2,2020-07-08 14:42:38,3.81,301163.0,700.0,1400.0,Badulla
530098,40073,DELMEGE BASMATI RICE 5KG,4,2020-07-09 17:58:53,11.44,301117.0,2100.0,8400.0,Colombo
530099,40054,PEARS BABY POWDER 100G,4,2020-07-09 18:33:00,1.36,301057.0,250.0,1000.0,Kegalle
530100,40051,LANKA SOY CHICKEN FLAVOUR 90G,6,2020-07-15 09:45:30,0.65,,120.0,720.0,Kandy
530101,40039,CLOGARD TOOTHPASTE 120G,12,2020-07-17 09:26:50,1.2,301131.0,220.0,2640.0,Colombo
530102,40050,RANCRISP CASHEWS 50G,2,2020-07-18 10:23:47,1.91,301014.0,350.0,700.0,Colombo
530103,40035,CBL SAMAPOSHA 200G,2,2020-07-18 11:49:05,0.98,301158.0,180.0,360.0,Gampaha
530104,40069,ANCHOR BUTTER 200G,5,2020-07-18 18:01:45,4.25,301045.0,780.0,3900.0,Colombo
530105,40042,MARINA COCONUT OIL 1L,20,2020-07-19 13:54:14,5.18,,950.0,19000.0,Galle
530106,40048,EDINBOROUGH SOY SAUCE 400ML,5,2020-07-20 18:29:03,1.91,301082.0,350.0,1750.0,Kalutara
530107,40012,MALIBAN CREAM CRACKER 500G,1,2020-07-21 13:10:30,2.29,301104.0,420.0,420.0,Gampaha
530108,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,2020-07-22 10:59:04,1.2,301042.0,220.0,660.0,Mullaitivu
530109,40015,SIDDHALEPA BALM 50G,3,2020-08-03 15:15:15,1.36,301103.0,250.0,750.0,Nuwara Eliya
530110,40036,MAGGI COCONUT MILK POWDER 300G,2,2020-08-03 15:50:04,4.09,301109.0,750.0,1500.0,Kegalle
530111,40067,COLGATE TOOTHPASTE 120G,5,2020-08-05 20:39:12,1.31,301217.0,240.0,1200.0,Trincomalee
530112,40055,LIFEBUOY SOAP 100G,1,2020-08-06 20:01:38,0.71,301098.0,130.0,130.0,Jaffna
530113,40031,PRIMA KOTTU MEE CUP,2,2020-08-09 12:20:55,0.82,,150.0,300.0,Gampaha
530114,40003,DILMAH GREEN TEA 20 BAGS,3,2020-08-13 13:20:45,3.0,,550.0,1650.0,Nuwara Eliya
530115,40047,PELWATTE BUTTER 200G,5,2020-08-16 12:16:32,4.09,301034.0,750.0,3750.0,Vavuniya
530116,40084,AKBAR TEA 400G,2,2020-08-19 11:53:16,3.81,301203.0,700.0,1400.0,Puttalam
530117,40020,ELEPHANT HOUSE CREAM SODA 1.5L,3,2020-08-21 13:13:37,2.18,301077.0,400.0,1200.0,Batticaloa
530118,40001,DILMAH CEYLON TEA 500G,1,2020-08-22 18:56:38,6.54,301181.0,1200.0,1200.0,Colombo
530119,40045,PANADOL 100 TABLETS,3,2020-08-27 15:50:40,2.45,301067.0,450.0,1350.0,Matale
530120,40044,HAPPY COW CHEESE 120G,10,2020-08-28 08:32:21,4.63,301161.0,850.0,8500.0,Badulla
530121,40013,SPA CEYLON SLEEP BODY LOTION,1,2020-08-28 17:26:37,19.07,301057.0,3500.0,3500.0,Matale
530122,40020,ELEPHANT HOUSE CREAM SODA 1.5L,15,2020-08-28 19:54:35,2.18,301123.0,400.0,6000.0,Badulla
530123,40005,WATAWALA TEA 400G,5,2020-08-29 13:42:17,4.25,301009.0,780.0,3900.0,Ratnapura
530124,40003,DILMAH GREEN TEA 20 BAGS,6,2020-08-31 09:47:50,3.0,,550.0,3300.0,Badulla
530125,DELV,COURIER DELIVERY CHARGE,4,2020-09-01 14:54:02,3.0,301065.0,550.5,2202.0,Batticaloa
530126,40082,NECTO 1.5L,3,2020-09-02 19:43:47,1.91,301005.0,350.0,1050.0,Trincomalee
530127,40030,KIST MIXED FRUIT NECTAR 1L,2,2020-09-05 11:38:43,3.0,301177.0,550.0,1100.0,Colombo
530128,40034,HARISCHANDRA COFFEE 100G,2,2020-09-05 12:41:42,2.07,301210.0,380.0,760.0,Colombo
530129,40078,SOFTLOGIC COCONUT MILK 400ML,1,2020-09-05 18:58:51,1.74,301181.0,320.0,320.0,Colombo
530130,40012,MALIBAN CREAM CRACKER 500G,1,2020-09-07 17:07:30,2.29,301101.0,420.0,420.0,Kurunegala
530131,40057,VIM DISHWASH LIQUID 500ML,5,2020-09-11 17:55:58,2.45,301219.0,450.0,2250.0,Colombo
530132,40076,CEYLON COLD STORES YOGHURT 80G,2,2020-09-11 20:32:16,0.49,301023.0,90.0,180.0,Colombo
530133,40074,ARALIYA WHITE RICE 5KG,3,2020-09-13 13:04:29,7.9,301144.0,1450.0,4350.0,Kegalle
530134,40023,RATHTHI MILK POWDER 400G,5,2020-09-13 13:04:43,5.99,301074.0,1100.0,5500.0,Gampaha
530135,40007,MUNCHEE CHOCOLATE BISCUIT 200G,10,2020-09-16 20:20:36,1.2,301172.0,220.0,2200.0,Moneragala
530136,40012,MALIBAN CREAM CRACKER 500G,5,2020-09-17 20:55:15,2.29,301164.0,420.0,2100.0,Mannar
530137,40032,PRIMA STELLA NOODLES 400G,3,2020-09-19 20:44:06,1.53,,280.0,840.0,Gampaha
530138,40081,SPRITE 1.5L,2,2020-09-20 09:02:44,1.91,301120.0,350.0,700.0,Kurunegala
530139,40049,ROZA PASTA MACARONI 400G,2,2020-09-23 13:40:50,1.63,301106.0,300.0,600.0,Kandy
530140,40032,PRIMA STELLA NOODLES 400G,4,2020-09-24 13:20:40,1.53,301059.0,280.0,1120.0,Galle
530141,40017,MD MIXED FRUIT JAM 500G,3,2020-09-25 19:04:51,3.54,301050.0,650.0,1950.0,Anuradhapura
530142,40034,HARISCHANDRA COFFEE 100G,5,2020-09-25 20:08:36,2.07,301150.0,380.0,1900.0,Colombo
530143,40002,DILMAH EARL GREY TEA 50 BAGS,3,2020-09-27 17:13:26,4.63,,850.0,2550.0,Trincomalee
530144,40022,ANCHOR MILK POWDER 400G,2,2020-10-01 11:12:38,6.27,301076.0,1150.0,2300.0,Kalutara
530145,40025,KOTMALE FRESH MILK 1L,1,2020-10-08 10:47:31,2.45,301002.0,450.0,450.0,Kegalle
530146,40047,PELWATTE BUTTER 200G,8,2020-10-08 19:26:31,4.09,301048.0,750.0,6000.0,Gampaha
530147,40016,LINK SAMAHAN BOX (100 PACKETS),2,2020-10-09 10:24:50,8.17,,1500.0,3000.0,Kandy
530148,40018,MD MANGO CHUTNEY 400G,2,2020-10-12 17:03:52,3.54,301003.0,650.0,1300.0,Jaffna
530149,40040,SIGNAL TOOTHPASTE 120G,2,2020-10-13 09:03:16,1.25,,230.0,460.0,Gampaha
530150,40014,SPA CEYLON HAND CREAM,1,2020-10-16 08:25:01,11.99,301002.0,2200.0,2200.0,Matara
530151,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,2,2020-10-19 09:52:44,4.36,301073.0,800.0,1600.0,Colombo
530152,40001,DILMAH CEYLON TEA 500G,3,2020-10-19 17:07:22,6.54,,1200.0,3600.0,Batticaloa
530153,40050,RANCRISP CASHEWS 50G,8,2020-10-19 20:51:25,1.91,,350.0,2800.0,Batticaloa
530154,40011,MALIBAN LEMON PUFF 200G,3,2020-10-20 10:17:35,1.09,301015.0,200.0,600.0,Gampaha
530155,40037,MOTHA STRAWBERRY JELLY 100G,2,2020-10-21 14:38:28,0.65,301150.0,120.0,240.0,Kurunegala
530156,40007,MUNCHEE CHOCOLATE BISCUIT 200G,10,2020-10-23 15:33:18,1.2,,220.0,2200.0,Kegalle
530157,40086,FITS COOKING OIL 1L,1,2020-10-24 18:25:53,5.99,301085.0,1100.0,1100.0,Nuwara Eliya
530158,40025,KOTMALE FRESH MILK 1L,1,2020-10-27 17:30:00,2.45,301044.0,450.0,450.0,Moneragala
530159,40049,ROZA PASTA MACARONI 400G,2,2020-10-28 12:54:33,1.63,,300.0,600.0,Gampaha
530160,40005,WATAWALA TEA 400G,6,2020-10-29 13:04:54,4.25,301164.0,780.0,4680.0,Badulla
530161,40027,KEELLS CHICKEN SAUSAGES 500G,8,2020-10-30 09:50:31,5.18,301076.0,950.0,7600.0,Gampaha
530162,40001,DILMAH CEYLON TEA 500G,10,2020-10-31 20:35:41,6.54,301041.0,1200.0,12000.0,Anuradhapura
530163,40001,DILMAH CEYLON TEA 500G,1,2020-11-01 19:40:52,6.54,301116.0,1200.0,1200.0,Kalutara
530164,40019,ELEPHANT HOUSE GINGER BEER 1.5L,8,2020-11-06 18:55:59,2.18,301119.0,400.0,3200.0,Jaffna
530165,40001,DILMAH CEYLON TEA 500G,4,2020-11-08 11:08:09,6.54,301147.0,1200.0,4800.0,Gampaha
530166,40036,MAGGI COCONUT MILK POWDER 300G,1,2020-11-08 15:09:24,4.09,301188.0,750.0,750.0,Gampaha
530167,40022,ANCHOR MILK POWDER 400G,2,2020-11-09 13:46:54,6.27,,1150.0,2300.0,Colombo
530168,40089,KANDOS CHOCOLATE BAR 100G,4,2020-11-10 10:08:03,1.36,301159.0,250.0,1000.0,Hambantota
530169,40005,WATAWALA TEA 400G,2,2020-11-10 19:27:04,4.25,301165.0,780.0,1560.0,Puttalam
530170,40002,DILMAH EARL GREY TEA 50 BAGS,2,2020-11-11 15:23:54,4.63,301049.0,850.0,1700.0,Colombo
530171,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,3,2020-11-11 16:43:13,4.36,,800.0,2400.0,Gampaha
530172,40010,MALIBAN MARIE BISCUITS 400G,4,2020-11-11 18:03:38,1.91,301008.0,350.0,1400.0,Colombo
530173,40091,USWATTE SPICES MIXED CURRY POWDER 100G,3,2020-11-11 18:18:35,1.2,301214.0,220.0,660.0,Kandy
530174,40086,FITS COOKING OIL 1L,10,2020-11-14 19:36:41,5.99,301189.0,1100.0,11000.0,Matara
530175,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,4,2020-11-15 15:20:12,4.36,301064.0,800.0,3200.0,Jaffna
530176,40009,MUNCHEE TIKIRI MARIE 80G,1,2020-11-15 18:55:06,0.38,301148.0,70.0,70.0,Badulla
530177,40092,ARALIYA COCONUT MILK POWDER 300G,4,2020-11-17 16:54:10,3.81,301040.0,700.0,2800.0,Kurunegala
530178,40004,ZESTA TEA 400G,8,2020-11-22 14:22:54,5.72,,1050.0,8400.0,Matara
530179,40023,RATHTHI MILK POWDER 400G,6,2020-11-22 20:12:51,5.99,301083.0,1100.0,6600.0,Batticaloa
530180,40009,MUNCHEE TIKIRI MARIE 80G,8,2020-11-23 16:21:53,0.38,301083.0,70.0,560.0,Colombo
530181,40037,MOTHA STRAWBERRY JELLY 100G,5,2020-11-27 08:16:27,0.65,301185.0,120.0,600.0,Matara
530182,40040,SIGNAL TOOTHPASTE 120G,4,2020-11-28 13:13:51,1.25,,230.0,920.0,Trincomalee
530183,40013,SPA CEYLON SLEEP BODY LOTION,5,2020-11-29 08:29:27,19.07,301003.0,3500.0,17500.0,Gampaha
530184,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,2020-11-29 17:37:46,2.18,,400.0,1200.0,Jaffna
530185,40003,DILMAH GREEN TEA 20 BAGS,6,2020-11-30 17:50:38,3.0,301174.0,550.0,3300.0,Ratnapura
530186,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,2020-12-02 09:22:07,2.18,301055.0,400.0,1200.0,Puttalam
C530187,40004,ZESTA TEA 400G,-2,2020-12-03 11:31:18,5.72,301211.0,1050.0,-2100.0,Ampara
530188,40018,MD MANGO CHUTNEY 400G,2,2020-12-03 13:58:51,3.54,301183.0,650.0,1300.0,Kegalle
530189,40033,HARISCHANDRA NOODLES 400G,8,2020-12-03 14:50:02,1.36,301031.0,250.0,2000.0,Colombo
530190,40031,PRIMA KOTTU MEE CUP,4,2020-12-04 12:27:37,0.82,,150.0,600.0,Matara
530191,40018,MD MANGO CHUTNEY 400G,2,2020-12-05 20:28:30,3.54,,650.0,1300.0,Kalutara
530192,40023,RATHTHI MILK POWDER 400G,1,2020-12-06 18:49:44,5.99,,1100.0,1100.0,Colombo
530193,40060,SUNLIGHT SOAP 115G,2,2020-12-07 19:09:56,0.65,301206.0,120.0,240.0,Hambantota
530194,40016,LINK SAMAHAN BOX (100 PACKETS),1,2020-12-07 20:43:32,8.17,301078.0,1500.0,1500.0,Kalutara
530195,40052,WIJAYA ROASTED CURRY POWDER 250G,4,2020-12-08 12:50:29,2.18,301032.0,400.0,1600.0,Galle
530196,40030,KIST MIXED FRUIT NECTAR 1L,4,2020-12-10 17:42:49,3.0,,550.0,2200.0,Polonnaruwa
530197,40029,KIST TOMATO KETCHUP 400G,2,2020-12-13 20:53:23,2.45,301043.0,450.0,900.0,Matara
530198,40061,VELVET BEAUTY SOAP 100G,6,2020-12-17 13:03:34,0.82,301107.0,150.0,900.0,Badulla
530199,40055,LIFEBUOY SOAP 100G,3,2020-12-17 14:47:25,0.71,301172.0,130.0,390.0,Colombo
530200,40041,BABY CHERAMY SOAP 90G,2,2020-12-21 09:08:06,0.76,301116.0,140.0,280.0,Batticaloa
530201,40004,ZESTA TEA 400G,1,2020-12-22 16:13:52,5.72,,1050.0,1050.0,Gampaha
530202,40004,ZESTA TEA 400G,1,2020-12-26 08:03:42,5.72,301103.0,1050.0,1050.0,Hambantota
530203,40011,MALIBAN LEMON PUFF 200G,3,2020-12-27 08:53:25,1.09,301001.0,200.0,600.0,Matale
530204,40063,MILO 400G,6,2020-12-27 10:12:03,4.25,301086.0,780.0,4680.0,Gampaha
530205,40008,MUNCHEE LEMON PUFF 200G,2,2020-12-27 12:53:46,1.09,301063.0,200.0,400.0,Kandy
530206,40051,LANKA SOY CHICKEN FLAVOUR 90G,3,2020-12-28 11:22:40,0.65,301018.0,120.0,360.0,Matale
530207,40022,ANCHOR MILK POWDER 400G,2,2020-12-28 18:47:51,6.27,301020.0,1150.0,2300.0,Kalutara
530208,40045,PANADOL 100 TABLETS,3,2020-12-30 20:31:42,2.45,301220.0,450.0,1350.0,Puttalam
530209,40034,HARISCHANDRA COFFEE 100G,2,2020-12-31 13:48:12,2.07,301083.0,380.0,760.0,Vavuniya
530210,40085,RANFAT COOKING OIL 1L,2,2021-01-02 11:42:26,6.19,301159.0,1200.0,2400.0,Trincomalee
530211,40056,SUNSILK BLACK SHAMPOO 200ML,2,2021-01-02 17:21:24,2.96,301220.0,575.0,1150.0,Trincomalee
530212,40010,MALIBAN MARIE BISCUITS 400G,2,2021-01-03 08:58:24,1.88,301065.0,365.0,730.0,Matara
530213,40002,DILMAH EARL GREY TEA 50 BAGS,15,2021-01-03 11:36:42,4.59,,890.0,13350.0,Gampaha
530214,40010,MALIBAN MARIE BISCUITS 400G,2,2021-01-04 16:51:06,1.88,301207.0,365.0,730.0,Moneragala
530215,40085,RANFAT COOKING OIL 1L,5,2021-01-05 14:57:39,6.19,301083.0,1200.0,6000.0,Ratnapura
530216,40005,WATAWALA TEA 400G,1,2021-01-08 19:28:05,4.2,301016.0,815.0,815.0,Moneragala
530217,40002,DILMAH EARL GREY TEA 50 BAGS,3,2021-01-09 08:15:48,4.59,301058.0,890.0,2670.0,Kalutara
530218,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,2021-01-10 15:24:17,2.42,301082.0,470.0,470.0,Matale
530219,40007,MUNCHEE CHOCOLATE BISCUIT 200G,1,2021-01-11 11:52:45,1.19,301215.0,230.0,230.0,Kalutara
530220,40008,MUNCHEE LEMON PUFF 200G,8,2021-01-12 08:39:19,1.08,,210.0,1680.0,Kalutara
530221,40002,DILMAH EARL GREY TEA 50 BAGS,2,2021-01-14 10:48:40,4.59,301020.0,890.0,1780.0,Kegalle
530222,40089,KANDOS CHOCOLATE BAR 100G,2,2021-01-14 13:52:52,1.34,301164.0,260.0,520.0,Colombo
