InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
520038,40046,MARMITE 100G,1,2020-03-13 11:02:09,4.09,,750.0,750.0,Colombo
520039,40001,DILMAH CEYLON TEA 500G,3,2020-03-17 17:15:36,6.54,201006.0,1200.0,3600.0,Kegalle
520040,40090,RITZBURY CHOCOLATE BAR 100G,1,2020-03-18 13:12:07,1.42,201031.0,260.0,260.0,Ratnapura
520041,40005,WATAWALA TEA 400G,2,2020-03-19 16:20:35,4.25,201003.0,780.0,1560.0,Kurunegala
520042,40028,BAIRAHA CHICKEN 1KG,4,2020-03-19 16:53:56,7.9,201008.0,1450.0,5800.0,Matale
520043,40049,ROZA PASTA MACARONI 400G,6,2020-03-20 15:27:00,1.63,201128.0,300.0,1800.0,Kalutara
520044,40066,PONDS TALCUM POWDER 100G,3,2020-03-22 17:49:48,2.07,,380.0,1140.0,Kegalle
520045,40062,NESTOMALT 400G,4,2020-03-25 12:54:25,3.38,201144.0,620.0,2480.0,Colombo
520046,40025,KOTMALE FRESH MILK 1L,12,2020-03-27 17:49:47,2.45,201154.0,450.0,5400.0,Kandy
520047,40004,ZESTA TEA 400G,1,2020-03-28 14:22:09,5.72,201120.0,1050.0,1050.0,Colombo
520048,40037,MOTHA STRAWBERRY JELLY 100G,1,2020-03-31 10:01:03,0.65,201152.0,120.0,120.0,Kurunegala
520049,40067,COLGATE TOOTHPASTE 120G,5,2020-04-02 17:16:58,1.31,201154.0,240.0,1200.0,Colombo
520050,40003,DILMAH GREEN TEA 20 BAGS,8,2020-04-03 15:36:19,3.0,201004.0,550.0,4400.0,Colombo
520051,40082,NECTO 1.5L,2,2020-04-07 17:09:45,1.91,201041.0,350.0,700.0,Colombo
520052,40047,PELWATTE BUTTER 200G,5,2020-04-09 17:34:26,4.09,201021.0,750.0,3750.0,Ratnapura
520053,40026,KITHUL TREACLE 750ML,1,2020-04-10 17:37:10,9.81,201053.0,1800.0,1800.0,Hambantota
520054,40001,DILMAH CEYLON TEA 500G,2,2020-04-12 10:24:46,6.54,201028.0,1200.0,2400.0,Polonnaruwa
520055,40002,DILMAH EARL GREY TEA 50 BAGS,6,2020-04-12 12:17:20,4.63,201009.0,850.0,5100.0,Colombo
520056,40007,MUNCHEE CHOCOLATE BISCUIT 200G,2,2020-04-12 15:02:09,1.2,201015.0,220.0,440.0,Matara
520057,40004,ZESTA TEA 400G,20,2020-04-17 16:39:56,5.72,201005.0,1050.0,21000.0,Ampara
520058,40001,DILMAH CEYLON TEA 500G,5,2020-04-18 14:46:55,6.54,201006.0,1200.0,6000.0,Matale
520059,40001,DILMAH CEYLON TEA 500G,3,2020-04-20 08:56:59,6.54,201214.0,1200.0,3600.0,Jaffna
520060,40008,MUNCHEE LEMON PUFF 200G,10,2020-04-20 13:03:20,1.09,201218.0,200.0,2000.0,Colombo
520061,40013,SPA CEYLON SLEEP BODY LOTION,5,2020-04-21 20:44:26,19.07,201003.0,3500.0,17500.0,Ampara
520062,40012,MALIBAN CREAM CRACKER 500G,5,2020-04-29 10:39:02,2.29,201165.0,420.0,2100.0,Badulla
520063,40004,ZESTA TEA 400G,4,2020-05-01 20:49:27,5.72,201123.0,1050.0,4200.0,Ampara
520064,40003,DILMAH GREEN TEA 20 BAGS,3,2020-05-04 11:31:41,3.0,201059.0,550.0,1650.0,Gampaha
520065,40062,NESTOMALT 400G,3,2020-05-04 17:05:08,3.38,201198.0,620.0,1860.0,Colombo
520066,40010,MALIBAN MARIE BISCUITS 400G,6,2020-05-05 12:58:52,1.91,201096.0,350.0,2100.0,Badulla
520067,DELV,COURIER DELIVERY CHARGE,5,2020-05-09 12:05:03,3.0,201045.0,550.5,2752.5,Anuradhapura
520068,40015,SIDDHALEPA BALM 50G,10,2020-05-09 17:45:03,1.36,201211.0,250.0,2500.0,Kandy
520069,40009,MUNCHEE TIKIRI MARIE 80G,3,2020-05-12 12:03:28,0.38,201096.0,70.0,210.0,Ratnapura
520070,40033,HARISCHANDRA NOODLES 400G,5,2020-05-12 13:25:35,1.36,201025.0,250.0,1250.0,Colombo
520071,40003,DILMAH GREEN TEA 20 BAGS,8,2020-05-13 08:17:39,3.0,201118.0,550.0,4400.0,Galle
520072,40004,ZESTA TEA 400G,5,2020-05-13 16:14:25,5.72,201074.0,1050.0,5250.0,Jaffna
520073,40055,LIFEBUOY SOAP 100G,5,2020-05-17 09:44:53,0.71,201014.0,130.0,650.0,Badulla
520074,40034,HARISCHANDRA COFFEE 100G,12,2020-05-18 16:09:43,2.07,201056.0,380.0,4560.0,Gampaha
520075,40020,ELEPHANT HOUSE CREAM SODA 1.5L,2,2020-05-19 11:38:06,2.18,201214.0,400.0,800.0,Kurunegala
520076,40090,RITZBURY CHOCOLATE BAR 100G,10,2020-05-22 20:12:34,1.42,201059.0,260.0,2600.0,Kurunegala
520077,40040,SIGNAL TOOTHPASTE 120G,2,2020-05-25 08:24:08,1.25,201146.0,230.0,460.0,Gampaha
520078,40006,MUNCHEE SUPER CREAM CRACKER 500G,20,2020-05-25 15:08:38,2.45,201094.0,450.0,9000.0,Kurunegala
520079,40026,KITHUL TREACLE 750ML,2,2020-05-25 15:32:02,9.81,201200.0,1800.0,3600.0,Polonnaruwa
520080,40020,ELEPHANT HOUSE CREAM SODA 1.5L,3,2020-05-26 15:10:23,2.18,201095.0,400.0,1200.0,Kalutara
520081,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,2020-05-29 13:28:01,0.65,201012.0,120.0,240.0,Kandy
520082,40079,CEYLON TOBACCO (CIGARETTES PACK),4,2020-05-30 12:00:00,6.54,201099.0,1200.0,4800.0,Colombo
520083,40003,DILMAH GREEN TEA 20 BAGS,2,2020-05-31 09:55:51,3.0,201080.0,550.0,1100.0,Colombo
520084,40092,ARALIYA COCONUT MILK POWDER 300G,4,2020-06-02 16:29:16,3.81,201134.0,700.0,2800.0,Batticaloa
520085,40089,KANDOS CHOCOLATE BAR 100G,8,2020-06-04 19:43:21,1.36,201031.0,250.0,2000.0,Colombo
520086,40004,ZESTA TEA 400G,1,2020-06-11 14:23:48,5.72,201186.0,1050.0,1050.0,Puttalam
520087,40073,DELMEGE BASMATI RICE 5KG,1,2020-06-11 15:27:10,11.44,201137.0,2100.0,2100.0,Colombo
520088,40003,DILMAH GREEN TEA 20 BAGS,5,2020-06-13 11:17:15,3.0,201217.0,550.0,2750.0,Galle
520089,40002,DILMAH EARL GREY TEA 50 BAGS,1,2020-06-16 11:34:02,4.63,,850.0,850.0,Puttalam
520090,40001,DILMAH CEYLON TEA 500G,3,2020-06-16 15:08:36,6.54,201079.0,1200.0,3600.0,Kalutara
520091,40014,SPA CEYLON HAND CREAM,5,2020-06-20 09:14:02,11.99,201221.0,2200.0,11000.0,Badulla
520092,40016,LINK SAMAHAN BOX (100 PACKETS),2,2020-06-21 13:27:34,8.17,,1500.0,3000.0,Jaffna
520093,40002,DILMAH EARL GREY TEA 50 BAGS,3,2020-06-23 09:49:27,4.63,201035.0,850.0,2550.0,Anuradhapura
520094,40002,DILMAH EARL GREY TEA 50 BAGS,20,2020-06-26 19:42:39,4.63,201179.0,850.0,17000.0,Badulla
520095,40016,LINK SAMAHAN BOX (100 PACKETS),2,2020-06-28 15:00:57,8.17,201037.0,1500.0,3000.0,Kegalle
520096,40005,WATAWALA TEA 400G,5,2020-06-29 09:46:41,4.25,201005.0,780.0,3900.0,Matara
520097,40023,RATHTHI MILK POWDER 400G,1,2020-06-29 11:36:41,5.99,201114.0,1100.0,1100.0,Mannar
520098,40003,DILMAH GREEN TEA 20 BAGS,1,2020-06-29 19:36:44,3.0,201138.0,550.0,550.0,Colombo
520099,40003,DILMAH GREEN TEA 20 BAGS,12,2020-06-29 20:17:42,3.0,201092.0,550.0,6600.0,Moneragala
520100,40002,DILMAH EARL GREY TEA 50 BAGS,5,2020-07-02 16:30:53,4.63,201052.0,850.0,4250.0,Ampara
520101,40003,DILMAH GREEN TEA 20 BAGS,2,2020-07-04 13:20:31,3.0,201082.0,550.0,1100.0,Polonnaruwa
520102,40006,MUNCHEE SUPER CREAM CRACKER 500G,3,2020-07-08 17:31:16,2.45,201112.0,450.0,1350.0,Matara
520103,40004,ZESTA TEA 400G,6,2020-07-09 13:13:48,5.72,201171.0,1050.0,6300.0,Galle
520104,40009,MUNCHEE TIKIRI MARIE 80G,3,2020-07-12 12:16:29,0.38,201001.0,70.0,210.0,Ratnapura
520105,40089,KANDOS CHOCOLATE BAR 100G,2,2020-07-14 08:44:53,1.36,,250.0,500.0,Ratnapura
520106,40084,AKBAR TEA 400G,5,2020-07-14 13:30:20,3.81,201005.0,700.0,3500.0,Colombo
520107,40039,CLOGARD TOOTHPASTE 120G,6,2020-07-15 12:53:35,1.2,201012.0,220.0,1320.0,Kegalle
520108,40003,DILMAH GREEN TEA 20 BAGS,2,2020-07-16 15:55:53,3.0,201159.0,550.0,1100.0,Ampara
520109,40044,HAPPY COW CHEESE 120G,1,2020-07-16 15:59:28,4.63,201163.0,850.0,850.0,Hambantota
520110,40034,HARISCHANDRA COFFEE 100G,6,2020-07-17 09:38:12,2.07,201087.0,380.0,2280.0,Kandy
520111,DELV,COURIER DELIVERY CHARGE,3,2020-07-17 16:33:36,3.0,201218.0,550.5,1651.5,Ratnapura
520112,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,2020-07-21 12:37:12,2.45,201172.0,450.0,450.0,Colombo
520113,40018,MD MANGO CHUTNEY 400G,12,2020-07-21 15:08:42,3.54,201151.0,650.0,7800.0,Matara
520114,40001,DILMAH CEYLON TEA 500G,1,2020-07-24 16:35:59,6.54,201186.0,1200.0,1200.0,Trincomalee
520115,40051,LANKA SOY CHICKEN FLAVOUR 90G,1,2020-07-24 18:30:49,0.65,201178.0,120.0,120.0,Anuradhapura
520116,40064,HORLICKS 500G,2,2020-07-25 17:29:10,5.18,201104.0,950.0,1900.0,Hambantota
520117,40008,MUNCHEE LEMON PUFF 200G,2,2020-08-01 13:55:56,1.09,201006.0,200.0,400.0,Gampaha
520118,40040,SIGNAL TOOTHPASTE 120G,1,2020-08-03 15:55:52,1.25,201016.0,230.0,230.0,Kandy
520119,40020,ELEPHANT HOUSE CREAM SODA 1.5L,5,2020-08-04 13:10:42,2.18,,400.0,2000.0,Polonnaruwa
520120,40083,BOGAWANTALAWA TEA 400G,12,2020-08-05 15:20:22,4.9,201018.0,900.0,10800.0,Colombo
520121,40036,MAGGI COCONUT MILK POWDER 300G,4,2020-08-08 08:11:42,4.09,201085.0,750.0,3000.0,Ratnapura
520122,40079,CEYLON TOBACCO (CIGARETTES PACK),3,2020-08-09 12:08:58,6.54,201120.0,1200.0,3600.0,Kalutara
520123,40002,DILMAH EARL GREY TEA 50 BAGS,12,2020-08-09 14:58:05,4.63,201026.0,850.0,10200.0,Ratnapura
520124,40046,MARMITE 100G,2,2020-08-09 20:19:47,4.09,201168.0,750.0,1500.0,Puttalam
520125,40004,ZESTA TEA 400G,1,2020-08-10 19:19:58,5.72,201200.0,1050.0,1050.0,Galle
520126,40003,DILMAH GREEN TEA 20 BAGS,1,2020-08-16 11:55:43,3.0,,550.0,550.0,Colombo
520127,40042,MARINA COCONUT OIL 1L,3,2020-08-22 17:24:30,5.18,201118.0,950.0,2850.0,Kurunegala
520128,40001,DILMAH CEYLON TEA 500G,2,2020-08-25 16:39:30,6.54,201164.0,1200.0,2400.0,Ratnapura
520129,40003,DILMAH GREEN TEA 20 BAGS,2,2020-08-26 11:47:02,3.0,,550.0,1100.0,Badulla
520130,40044,HAPPY COW CHEESE 120G,3,2020-09-04 14:54:02,4.63,201017.0,850.0,2550.0,Moneragala
520131,40001,DILMAH CEYLON TEA 500G,2,2020-09-07 08:22:41,6.54,201135.0,1200.0,2400.0,Jaffna
520132,40079,CEYLON TOBACCO (CIGARETTES PACK),8,2020-09-10 15:34:43,6.54,201156.0,1200.0,9600.0,Colombo
520133,40002,DILMAH EARL GREY TEA 50 BAGS,5,2020-09-12 19:10:40,4.63,201210.0,850.0,4250.0,Kegalle
520134,40012,MALIBAN CREAM CRACKER 500G,4,2020-09-16 13:01:35,2.29,,420.0,1680.0,Kegalle
520135,40088,CARGILLS FRESH EGGS (10),4,2020-09-18 20:51:46,1.91,201068.0,350.0,1400.0,Batticaloa
520136,40009,MUNCHEE TIKIRI MARIE 80G,4,2020-09-19 18:07:38,0.38,201054.0,70.0,280.0,Colombo
520137,40017,MD MIXED FRUIT JAM 500G,3,2020-09-20 13:53:03,3.54,,650.0,1950.0,Vavuniya
520138,40001,DILMAH CEYLON TEA 500G,1,2020-09-21 18:34:56,6.54,201186.0,1200.0,1200.0,Mannar
520139,40072,FUN FOODS MAYONNAISE 250G,1,2020-09-24 12:51:10,2.67,201123.0,490.0,490.0,Nuwara Eliya
520140,40054,PEARS BABY POWDER 100G,2,2020-09-27 20:09:53,1.36,201007.0,250.0,500.0,Anuradhapura
520141,40045,PANADOL 100 TABLETS,1,2020-09-28 11:56:06,2.45,201001.0,450.0,450.0,Colombo
520142,40001,DILMAH CEYLON TEA 500G,4,2020-10-01 12:40:17,6.54,201087.0,1200.0,4800.0,Vavuniya
520143,40010,MALIBAN MARIE BISCUITS 400G,4,2020-10-01 14:04:33,1.91,201039.0,350.0,1400.0,Colombo
520144,40042,MARINA COCONUT OIL 1L,8,2020-10-02 08:15:12,5.18,201107.0,950.0,7600.0,Kegalle
520145,40071,MA MA NOODLES 5 PACK,1,2020-10-03 13:18:03,2.18,201138.0,400.0,400.0,Badulla
520146,40006,MUNCHEE SUPER CREAM CRACKER 500G,8,2020-10-04 10:00:55,2.45,,450.0,3600.0,Ratnapura
520147,40004,ZESTA TEA 400G,4,2020-10-04 11:23:02,5.72,,1050.0,4200.0,Polonnaruwa
520148,40012,MALIBAN CREAM CRACKER 500G,5,2020-10-06 20:29:59,2.29,201044.0,420.0,2100.0,Batticaloa
520149,40066,PONDS TALCUM POWDER 100G,1,2020-10-07 14:21:39,2.07,201191.0,380.0,380.0,Colombo
520150,40013,SPA CEYLON SLEEP BODY LOTION,3,2020-10-08 15:14:34,19.07,,3500.0,10500.0,Colombo
520151,40029,KIST TOMATO KETCHUP 400G,3,2020-10-09 10:54:56,2.45,201061.0,450.0,1350.0,Trincomalee
520152,40029,KIST TOMATO KETCHUP 400G,4,2020-10-10 18:31:20,2.45,201010.0,450.0,1800.0,Kurunegala
520153,40003,DILMAH GREEN TEA 20 BAGS,3,2020-10-12 11:01:48,3.0,201007.0,550.0,1650.0,Kalutara
520154,40003,DILMAH GREEN TEA 20 BAGS,6,2020-10-12 14:20:29,3.0,201133.0,550.0,3300.0,Galle
520155,40040,SIGNAL TOOTHPASTE 120G,2,2020-10-15 13:12:37,1.25,201078.0,230.0,460.0,Nuwara Eliya
520156,40049,ROZA PASTA MACARONI 400G,2,2020-10-17 18:34:36,1.63,,300.0,600.0,Jaffna
520157,40025,KOTMALE FRESH MILK 1L,10,2020-10-18 19:06:30,2.45,201042.0,450.0,4500.0,Colombo
520158,40019,ELEPHANT HOUSE GINGER BEER 1.5L,4,2020-10-20 08:38:52,2.18,201008.0,400.0,1600.0,Colombo
520159,40059,SURF EXCEL 1KG,6,2020-10-20 20:25:37,4.63,,850.0,5100.0,Anuradhapura
520160,40001,DILMAH CEYLON TEA 500G,2,2020-10-22 14:54:45,6.54,201090.0,1200.0,2400.0,Colombo
520161,40037,MOTHA STRAWBERRY JELLY 100G,5,2020-10-24 09:00:29,0.65,201091.0,120.0,600.0,Colombo
520162,40001,DILMAH CEYLON TEA 500G,8,2020-10-24 13:32:05,6.54,201217.0,1200.0,9600.0,Jaffna
520163,40040,SIGNAL TOOTHPASTE 120G,1,2020-10-26 18:59:37,1.25,201051.0,230.0,230.0,Puttalam
520164,40015,SIDDHALEPA BALM 50G,2,2020-10-27 09:55:03,1.36,201160.0,250.0,500.0,Colombo
520165,40023,RATHTHI MILK POWDER 400G,8,2020-10-28 12:24:37,5.99,,1100.0,8800.0,Matale
520166,40009,MUNCHEE TIKIRI MARIE 80G,6,2020-11-03 10:16:41,0.38,201024.0,70.0,420.0,Ampara
520167,40075,RANMUTHU RICE 5KG,8,2020-11-06 10:40:42,8.17,201006.0,1500.0,12000.0,Polonnaruwa
C520168,40064,HORLICKS 500G,-3,2020-11-06 11:15:22,5.18,201095.0,950.0,-2850.0,Kandy
520169,40034,HARISCHANDRA COFFEE 100G,3,2020-11-10 16:06:24,2.07,,380.0,1140.0,Kandy
520170,40029,KIST TOMATO KETCHUP 400G,5,2020-11-12 20:06:04,2.45,201122.0,450.0,2250.0,Puttalam
520171,40065,FAIR & LOVELY CREAM 50G,6,2020-11-13 16:19:42,1.74,,320.0,1920.0,Colombo
520172,40067,COLGATE TOOTHPASTE 120G,6,2020-11-15 17:15:45,1.31,201126.0,240.0,1440.0,Badulla
520173,40078,SOFTLOGIC COCONUT MILK 400ML,2,2020-11-15 18:22:20,1.74,201139.0,320.0,640.0,Badulla
520174,40040,SIGNAL TOOTHPASTE 120G,2,2020-11-17 18:49:51,1.25,201134.0,230.0,460.0,Gampaha
520175,40059,SURF EXCEL 1KG,4,2020-11-17 20:16:22,4.63,201007.0,850.0,3400.0,Jaffna
520176,40002,DILMAH EARL GREY TEA 50 BAGS,4,2020-11-18 14:41:36,4.63,201019.0,850.0,3400.0,Kandy
520177,40047,PELWATTE BUTTER 200G,1,2020-11-21 18:18:55,4.09,,750.0,750.0,Colombo
520178,40048,EDINBOROUGH SOY SAUCE 400ML,10,2020-11-21 19:29:59,1.91,201018.0,350.0,3500.0,Vavuniya
520179,40047,PELWATTE BUTTER 200G,2,2020-11-24 09:34:23,4.09,201041.0,750.0,1500.0,Hambantota
520180,40068,CLOSE UP TOOTHPASTE 120G,4,2020-11-24 14:38:07,1.28,201148.0,235.0,940.0,Gampaha
520181,40078,SOFTLOGIC COCONUT MILK 400ML,6,2020-11-24 17:04:55,1.74,201114.0,320.0,1920.0,Colombo
520182,40051,LANKA SOY CHICKEN FLAVOUR 90G,10,2020-11-29 15:18:05,0.65,,120.0,1200.0,Kalutara
520183,40072,FUN FOODS MAYONNAISE 250G,4,2020-11-30 08:18:52,2.67,201138.0,490.0,1960.0,Kandy
520184,40001,DILMAH CEYLON TEA 500G,3,2020-12-01 10:03:23,6.54,201008.0,1200.0,3600.0,Galle
520185,40034,HARISCHANDRA COFFEE 100G,10,2020-12-02 11:54:34,2.07,201051.0,380.0,3800.0,Matara
520186,40012,MALIBAN CREAM CRACKER 500G,2,2020-12-02 19:09:22,2.29,201030.0,420.0,840.0,Colombo
520187,40015,SIDDHALEPA BALM 50G,3,2020-12-03 14:15:11,1.36,201149.0,250.0,750.0,Kandy
520188,DELV,COURIER DELIVERY CHARGE,3,2020-12-06 14:58:51,3.0,201025.0,550.5,1651.5,Anuradhapura
520189,40005,WATAWALA TEA 400G,6,2020-12-08 14:42:05,4.25,201034.0,780.0,4680.0,Anuradhapura
520190,40038,MOTHA FALUDA MIX 100G,4,2020-12-12 19:12:49,1.09,201151.0,200.0,800.0,Ratnapura
520191,40030,KIST MIXED FRUIT NECTAR 1L,3,2020-12-13 18:21:31,3.0,201191.0,550.0,1650.0,Mullaitivu
520192,40025,KOTMALE FRESH MILK 1L,2,2020-12-16 10:52:23,2.45,201116.0,450.0,900.0,Ratnapura
520193,40022,ANCHOR MILK POWDER 400G,2,2020-12-16 13:51:04,6.27,201084.0,1150.0,2300.0,Colombo
520194,40002,DILMAH EARL GREY TEA 50 BAGS,4,2020-12-16 15:05:14,4.63,201025.0,850.0,3400.0,Galle
520195,40055,LIFEBUOY SOAP 100G,2,2020-12-18 08:01:13,0.71,201036.0,130.0,260.0,Colombo
520196,40013,SPA CEYLON SLEEP BODY LOTION,4,2020-12-20 09:34:54,19.07,201075.0,3500.0,14000.0,Ratnapura
520197,40008,MUNCHEE LEMON PUFF 200G,8,2020-12-21 11:25:05,1.09,201175.0,200.0,1600.0,Gampaha
520198,40092,ARALIYA COCONUT MILK POWDER 300G,15,2020-12-23 09:36:53,3.81,201129.0,700.0,10500.0,Trincomalee
520199,40053,WIJAYA CHILLI POWDER 250G,4,2020-12-24 09:48:02,2.45,201115.0,450.0,1800.0,Ratnapura
520200,40016,LINK SAMAHAN BOX (100 PACKETS),4,2020-12-24 10:24:53,8.17,201209.0,1500.0,6000.0,Kegalle
520201,40087,CARGILLS MAGIC SAUSAGES 400G,6,2020-12-24 20:34:49,4.25,201069.0,780.0,4680.0,Kandy
520202,DELV,COURIER DELIVERY CHARGE,3,2020-12-25 09:20:29,3.0,201059.0,550.5,1651.5,Kandy
520203,40002,DILMAH EARL GREY TEA 50 BAGS,10,2020-12-28 20:08:50,4.63,201186.0,850.0,8500.0,Matara
520204,40073,DELMEGE BASMATI RICE 5KG,4,2020-12-29 19:18:45,11.44,201051.0,2100.0,8400.0,Jaffna
520205,40001,DILMAH CEYLON TEA 500G,8,2020-12-30 15:49:16,6.54,201204.0,1200.0,9600.0,Gampaha
520206,40030,KIST MIXED FRUIT NECTAR 1L,2,2021-01-03 16:33:13,2.96,201149.0,575.0,1150.0,Puttalam
520207,40029,KIST TOMATO KETCHUP 400G,6,2021-01-04 17:14:31,2.42,201039.0,470.0,2820.0,Kegalle
520208,40002,DILMAH EARL GREY TEA 50 BAGS,5,2021-01-04 20:23:23,4.59,201032.0,890.0,4450.0,Ampara
520209,40001,DILMAH CEYLON TEA 500G,15,2021-01-06 11:32:21,6.47,201016.0,1255.0,18825.0,Moneragala
520210,40001,DILMAH CEYLON TEA 500G,2,2021-01-07 14:14:24,6.47,201020.0,1255.0,2510.0,Ratnapura
520211,40002,DILMAH EARL GREY TEA 50 BAGS,3,2021-01-08 11:50:51,4.59,,890.0,2670.0,Kandy
520212,40004,ZESTA TEA 400G,4,2021-01-08 16:57:24,5.64,201036.0,1095.0,4380.0,Kegalle
520213,40028,BAIRAHA CHICKEN 1KG,2,2021-01-09 10:10:56,7.81,201049.0,1515.0,3030.0,Colombo
520214,40013,SPA CEYLON SLEEP BODY LOTION,6,2021-01-09 18:55:14,18.84,201156.0,3655.0,21930.0,Kandy
520215,40072,FUN FOODS MAYONNAISE 250G,15,2021-01-11 12:06:20,2.63,201099.0,510.0,7650.0,Colombo
520216,40062,NESTOMALT 400G,3,2021-01-13 12:18:18,3.35,201025.0,650.0,1950.0,Kurunegala
520217,40002,DILMAH EARL GREY TEA 50 BAGS,4,2021-01-13 14:30:52,4.59,201101.0,890.0,3560.0,Gampaha
520218,40073,DELMEGE BASMATI RICE 5KG,8,2021-01-14 10:22:48,11.31,201217.0,2195.0,17560.0,Kalutara
520219,40010,MALIBAN MARIE BISCUITS 400G,1,2021-01-15 17:42:56,1.88,,365.0,365.0,Anuradhapura
520220,40006,MUNCHEE SUPER CREAM CRACKER 500G,5,2021-01-16 14:11:26,2.42,,470.0,2350.0,Matara
520221,40028,BAIRAHA CHICKEN 1KG,1,2021-01-17 13:09:47,7.81,201220.0,1515.0,1515.0,Colombo
