InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
500393,40040,SIGNAL TOOTHPASTE 120G,8,2020-06-27 14:02:31,1.34,,246.52,1972.16,Gampaha
500393,40003,DILMAH GREEN TEA 20 BAGS,36,2020-06-27 14:02:31,3.23,,592.95,21346.2,Gampaha
500393,40002,DILMAH EARL GREY TEA 50 BAGS,7,2020-06-27 14:02:31,5.97,,1095.72,7670.04,Gampaha
500393,40004,ZESTA TEA 400G,9,2020-06-27 14:02:31,6.01,,1102.94,9926.46,Gampaha
500393,40013,SPA CEYLON SLEEP BODY LOTION,3,2020-06-27 14:02:31,21.09,,3868.06,11604.18,Gampaha
500222,40040,SIGNAL TOOTHPASTE 120G,12,2020-07-05 18:10:17,1.29,14068,236.48,2837.76,Anuradhapura
500222,40114,DETTOL ANTISEPTIC LIQUID 250ML,12,2020-07-05 18:10:17,3.39,14068,621.84,7462.08,Anuradhapura
500222,40052,WIJAYA ROASTED CURRY POWDER 250G,8,2020-07-05 18:10:17,2.27,14068,416.46,3331.68,Anuradhapura
500222,40091,USWATTE SPICES MIXED CURRY POWDER 100G,1,2020-07-05 18:10:17,1.44,14068,264.61,264.61,Anuradhapura
500222,DELV,COURIER DELIVERY CHARGE,3,2020-07-05 18:10:17,1.63,14068,300.0,900.0,Anuradhapura
500222,40031,PRIMA KOTTU MEE CUP,8,2020-07-05 18:10:17,0.95,14068,174.46,1395.68,Anuradhapura
500222,40092,ARALIYA COCONUT MILK POWDER 300G,1,2020-07-05 18:10:17,4.45,14068,816.9,816.9,Anuradhapura
500222,40011,MALIBAN LEMON PUFF 200G,11,2020-07-05 18:10:17,1.34,14068,245.28,2698.08,Anuradhapura
500222,40060,SUNLIGHT SOAP 115G,54,2020-07-05 18:10:17,0.65,14068,120.21,6491.34,Anuradhapura
500222,40012,MALIBAN CREAM CRACKER 500G,8,2020-07-05 18:10:17,2.76,14068,506.44,4051.52,Anuradhapura
500222,40060,SUNLIGHT SOAP 115G,18,2020-07-05 18:10:17,0.68,14068,124.66,2243.88,Anuradhapura
500222,40013,SPA CEYLON SLEEP BODY LOTION,3,2020-07-05 18:10:17,22.77,14068,4179.36,12538.08,Anuradhapura
500222,40092,ARALIYA COCONUT MILK POWDER 300G,3,2020-07-05 18:10:17,4.66,14068,855.65,2566.95,Anuradhapura
500222,40092,ARALIYA COCONUT MILK POWDER 300G,3,2020-07-05 18:10:17,4.11,14068,754.01,2262.03,Anuradhapura
500222,40085,RANFAT COOKING OIL 1L,60,2020-07-05 18:10:17,7.61,14068,1397.7,83862.0,Anuradhapura
500276,40025,KOTMALE FRESH MILK 1L,10,2020-07-31 12:07:14,2.88,14589,529.32,5293.2,Colombo
500276,40024,HIGHLAND MILK 1L,7,2020-07-31 12:07:14,2.33,14589,428.89,3002.23,Colombo
500282,40065,FAIR & LOVELY CREAM 50G,53,2020-08-15 17:08:25,2.09,14530,385.35,20423.55,Jaffna
500043,40115,PEPSI 1.5L,9,2020-09-25 17:29:02,1.91,,352.98,3176.82,Gampaha
500292,40041,BABY CHERAMY SOAP 90G,4,2020-10-27 14:47:39,0.86,14490,159.86,639.44,Badulla
500292,40020,ELEPHANT HOUSE CREAM SODA 1.5L,11,2020-10-27 14:47:39,2.67,14490,494.12,5435.32,Badulla
500292,40046,MARMITE 100G,24,2020-10-27 14:47:39,4.94,14490,913.63,21927.12,Badulla
500292,40042,MARINA COCONUT OIL 1L,11,2020-10-27 14:47:39,5.37,14490,994.12,10935.32,Badulla
500292,40006,MUNCHEE SUPER CREAM CRACKER 500G,42,2020-10-27 14:47:39,3.15,14490,582.21,24452.82,Badulla
500290,40016,LINK SAMAHAN BOX (100 PACKETS),1,2020-11-01 11:46:58,10.16,14194,1881.97,1881.97,Batticaloa
500290,40087,CARGILLS MAGIC SAUSAGES 400G,10,2020-11-01 11:46:58,4.54,14194,840.91,8409.1,Batticaloa
500290,40048,EDINBOROUGH SOY SAUCE 400ML,39,2020-11-01 11:46:58,2.01,14194,371.66,14494.74,Batticaloa
500290,DELV,COURIER DELIVERY CHARGE,5,2020-11-01 11:46:58,1.62,14194,300.0,1500.0,Batticaloa
500290,40090,RITZBURY CHOCOLATE BAR 100G,10,2020-11-01 11:46:58,1.7,14194,315.21,3152.1,Batticaloa
500290,40034,HARISCHANDRA COFFEE 100G,3,2020-11-01 11:46:58,2.06,14194,381.42,1144.26,Batticaloa
500290,40059,SURF EXCEL 1KG,5,2020-11-01 11:46:58,5.26,14194,974.09,4870.45,Batticaloa
500290,40101,CBL EDGE COOKING OIL 1L,1,2020-11-01 11:46:58,4.27,14194,790.42,790.42,Batticaloa
500290,40086,FITS COOKING OIL 1L,4,2020-11-01 11:46:58,7.54,14194,1395.62,5582.48,Batticaloa
500290,40027,KEELLS CHICKEN SAUSAGES 500G,48,2020-11-01 11:46:58,5.77,14194,1067.94,51261.12,Batticaloa
500241,40017,MD MIXED FRUIT JAM 500G,10,2020-11-21 12:05:10,3.62,,671.57,6715.7,Galle
500241,40005,WATAWALA TEA 400G,9,2020-11-21 12:05:10,4.6,,852.6,7673.4,Galle
500241,40016,LINK SAMAHAN BOX (100 PACKETS),9,2020-11-21 12:05:10,10.45,,1938.11,17442.99,Galle
500241,40003,DILMAH GREEN TEA 20 BAGS,9,2020-11-21 12:05:10,3.11,,576.62,5189.58,Galle
500241,40032,PRIMA STELLA NOODLES 400G,11,2020-11-21 12:05:10,1.76,,326.16,3587.76,Galle
500241,40056,SUNSILK BLACK SHAMPOO 200ML,1,2020-11-21 12:05:10,3.59,,665.46,665.46,Galle
500241,40061,VELVET BEAUTY SOAP 100G,40,2020-11-21 12:05:10,0.88,,163.03,6521.2,Galle
500241,40114,DETTOL ANTISEPTIC LIQUID 250ML,12,2020-11-21 12:05:10,3.29,,609.21,7310.52,Galle
500112,40016,LINK SAMAHAN BOX (100 PACKETS),3,2020-11-23 16:13:09,8.2,14121,1520.74,4562.22,Colombo
500112,40070,NESPRAY MILK POWDER 400G,3,2020-11-23 16:13:09,7.41,14121,1374.33,4122.99,Colombo
500112,40019,ELEPHANT HOUSE GINGER BEER 1.5L,12,2020-11-23 16:13:09,2.79,14121,517.58,6210.96,Colombo
500112,40007,MUNCHEE CHOCOLATE BISCUIT 200G,11,2020-11-23 16:13:09,1.36,14121,251.56,2767.16,Colombo
500112,40113,GILLETTE SHAVING FOAM 200ML,14,2020-11-23 16:13:09,4.51,14121,836.93,11717.02,Colombo
500112,40070,NESPRAY MILK POWDER 400G,48,2020-11-23 16:13:09,7.28,14121,1349.71,64786.08,Colombo
500112,40084,AKBAR TEA 400G,10,2020-11-23 16:13:09,4.31,14121,799.76,7997.6,Colombo
500154,40080,COCA-COLA 1.5L,2,2020-11-28 18:05:15,2.07,14079,383.51,767.02,Kandy
500154,40020,ELEPHANT HOUSE CREAM SODA 1.5L,10,2020-11-28 18:05:15,2.5,14079,464.51,4645.1,Kandy
500154,40024,HIGHLAND MILK 1L,5,2020-11-28 18:05:15,2.77,14079,514.81,2574.05,Kandy
500154,40016,LINK SAMAHAN BOX (100 PACKETS),12,2020-11-28 18:05:15,9.28,14079,1722.2,20666.4,Kandy
500154,40084,AKBAR TEA 400G,30,2020-11-28 18:05:15,4.34,14079,805.82,24174.6,Kandy
500154,40089,KANDOS CHOCOLATE BAR 100G,50,2020-11-28 18:05:15,1.51,14079,280.92,14046.0,Kandy
500154,40086,FITS COOKING OIL 1L,5,2020-11-28 18:05:15,6.57,14079,1218.57,6092.85,Kandy
500154,40079,CEYLON TOBACCO (CIGARETTES PACK),41,2020-11-28 18:05:15,6.65,14079,1233.2,50561.2,Kandy
500154,DELV,COURIER DELIVERY CHARGE,10,2020-11-28 18:05:15,1.62,14079,300.0,3000.0,Kandy
500269,40070,NESPRAY MILK POWDER 400G,7,2020-11-30 13:47:46,7.23,14646,1341.48,9390.36,Colombo
500269,40088,CARGILLS FRESH EGGS (10),5,2020-11-30 13:47:46,2.23,14646,414.4,2072.0,Colombo
500269,40106,KOTMALE ICE CREAM VANILLA 1L,4,2020-11-30 13:47:46,5.95,14646,1104.58,4418.32,Colombo
500018,40093,LIPTON YELLOW LABEL TEA 400G,7,2020-12-08 09:34:03,5.9,14070,1095.82,7670.74,Kegalle
500018,40113,GILLETTE SHAVING FOAM 200ML,10,2020-12-08 09:34:03,4.4,14070,817.15,8171.5,Kegalle
500018,40111,ASTRA MAYONNAISE 250G,3,2020-12-08 09:34:03,2.21,14070,409.77,1229.31,Kegalle
500018,40112,DENIYA BABY SHAMPOO 200ML,5,2020-12-08 09:34:03,3.19,14070,592.12,2960.6,Kegalle
500018,40025,KOTMALE FRESH MILK 1L,4,2020-12-08 09:34:03,2.44,14070,453.41,1813.64,Kegalle
500018,40086,FITS COOKING OIL 1L,10,2020-12-08 09:34:03,6.63,14070,1230.44,12304.4,Kegalle
500018,40043,ASTRA MARGARINE 250G,2,2020-12-08 09:34:03,2.25,14070,417.42,834.84,Kegalle
500018,40049,ROZA PASTA MACARONI 400G,1,2020-12-08 09:34:03,1.79,14070,333.11,333.11,Kegalle
500018,40093,LIPTON YELLOW LABEL TEA 400G,10,2020-12-08 09:34:03,6.3,14070,1169.37,11693.7,Kegalle
500018,40037,MOTHA STRAWBERRY JELLY 100G,11,2020-12-08 09:34:03,0.75,14070,138.39,1522.29,Kegalle
500018,40086,FITS COOKING OIL 1L,53,2020-12-08 09:34:03,7.52,14070,1395.55,73964.15,Kegalle
500018,40069,ANCHOR BUTTER 200G,7,2020-12-08 09:34:03,5.06,14070,940.29,6582.03,Kegalle
500108,40086,FITS COOKING OIL 1L,57,2020-12-09 10:49:34,6.11,14215,1133.72,64622.04,Nuwara Eliya
500108,40087,CARGILLS MAGIC SAUSAGES 400G,9,2020-12-09 10:49:34,4.78,14215,887.83,7990.47,Nuwara Eliya
500108,40041,BABY CHERAMY SOAP 90G,55,2020-12-09 10:49:34,0.84,14215,155.86,8572.3,Nuwara Eliya
500108,40018,MD MANGO CHUTNEY 400G,15,2020-12-09 10:49:34,4.15,14215,770.28,11554.2,Nuwara Eliya
500108,40020,ELEPHANT HOUSE CREAM SODA 1.5L,6,2020-12-09 10:49:34,2.36,14215,437.94,2627.64,Nuwara Eliya
500108,40103,SOYA MEAT CHUNKS 400G,5,2020-12-09 10:49:34,1.96,14215,364.73,1823.65,Nuwara Eliya
500108,40027,KEELLS CHICKEN SAUSAGES 500G,7,2020-12-09 10:49:34,5.82,14215,1080.5,7563.5,Nuwara Eliya
500108,40078,SOFTLOGIC COCONUT MILK 400ML,4,2020-12-09 10:49:34,1.84,14215,341.87,1367.48,Nuwara Eliya
500108,40113,GILLETTE SHAVING FOAM 200ML,11,2020-12-09 10:49:34,3.82,14215,708.63,7794.93,Nuwara Eliya
500108,40110,SERENDIB SALT IODIZED 400G,1,2020-12-09 10:49:34,0.45,14215,82.99,82.99,Nuwara Eliya
500108,40078,SOFTLOGIC COCONUT MILK 400ML,2,2020-12-09 10:49:34,2.15,14215,399.59,799.18,Nuwara Eliya
500108,40055,LIFEBUOY SOAP 100G,60,2020-12-09 10:49:34,0.74,14215,137.61,8256.6,Nuwara Eliya
500108,40066,PONDS TALCUM POWDER 100G,12,2020-12-09 10:49:34,2.08,14215,385.48,4625.76,Nuwara Eliya
500108,40051,LANKA SOY CHICKEN FLAVOUR 90G,11,2020-12-09 10:49:34,0.66,14215,123.22,1355.42,Nuwara Eliya
500108,40040,SIGNAL TOOTHPASTE 120G,5,2020-12-09 10:49:34,1.54,14215,286.19,1430.95,Nuwara Eliya
500108,40107,AMBEWELA FRESH MILK 1L,10,2020-12-09 10:49:34,2.38,14215,441.32,4413.2,Nuwara Eliya
500108,40048,EDINBOROUGH SOY SAUCE 400ML,58,2020-12-09 10:49:34,2.45,14215,454.99,26389.42,Nuwara Eliya
500108,40025,KOTMALE FRESH MILK 1L,2,2020-12-09 10:49:34,2.72,14215,504.44,1008.88,Nuwara Eliya
500246,40106,KOTMALE ICE CREAM VANILLA 1L,18,2020-12-09 14:39:09,4.92,14287,914.15,16454.7,Batticaloa
500246,40007,MUNCHEE CHOCOLATE BISCUIT 200G,12,2020-12-09 14:39:09,1.26,14287,234.07,2808.84,Batticaloa
500246,40032,PRIMA STELLA NOODLES 400G,7,2020-12-09 14:39:09,1.75,14287,324.61,2272.27,Batticaloa
500246,40063,MILO 400G,6,2020-12-09 14:39:09,5.13,14287,951.73,5710.38,Batticaloa
500246,40044,HAPPY COW CHEESE 120G,4,2020-12-09 14:39:09,5.95,14287,1104.06,4416.24,Batticaloa
500246,40062,NESTOMALT 400G,1,2020-12-09 14:39:09,3.94,14287,731.49,731.49,Batticaloa
500246,40020,ELEPHANT HOUSE CREAM SODA 1.5L,54,2020-12-09 14:39:09,2.49,14287,462.65,24983.1,Batticaloa
500246,40069,ANCHOR BUTTER 200G,12,2020-12-09 14:39:09,4.38,14287,813.34,9760.08,Batticaloa
500246,40086,FITS COOKING OIL 1L,8,2020-12-09 14:39:09,6.33,14287,1175.07,9400.56,Batticaloa
500246,40095,MUNCHEE NICE BISCUIT 200G,6,2020-12-09 14:39:09,1.08,14287,199.68,1198.08,Batticaloa
500246,40108,RICHLIFE MILK POWDER 400G,4,2020-12-09 14:39:09,6.11,14287,1134.66,4538.64,Batticaloa
500246,40014,SPA CEYLON HAND CREAM,39,2020-12-09 14:39:09,13.28,14287,2466.92,96209.88,Batticaloa
500246,40109,CARGILLS SQUARE DEAL WHITE SUGAR 1KG,1,2020-12-09 14:39:09,1.82,14287,338.32,338.32,Batticaloa
500246,40017,MD MIXED FRUIT JAM 500G,7,2020-12-09 14:39:09,4.39,14287,815.88,5711.16,Batticaloa
500246,40051,LANKA SOY CHICKEN FLAVOUR 90G,6,2020-12-09 14:39:09,0.72,14287,134.38,806.28,Batticaloa
500246,40111,ASTRA MAYONNAISE 250G,5,2020-12-09 14:39:09,2.3,14287,427.28,2136.4,Batticaloa
500246,40060,SUNLIGHT SOAP 115G,3,2020-12-09 14:39:09,0.72,14287,133.04,399.12,Batticaloa
500246,40106,KOTMALE ICE CREAM VANILLA 1L,5,2020-12-09 14:39:09,4.89,14287,908.97,4544.85,Batticaloa
500246,40070,NESPRAY MILK POWDER 400G,11,2020-12-09 14:39:09,7.54,14287,1399.93,15399.23,Batticaloa
500246,40056,SUNSILK BLACK SHAMPOO 200ML,10,2020-12-09 14:39:09,3.75,14287,695.86,6958.6,Batticaloa
500218,40107,AMBEWELA FRESH MILK 1L,6,2020-12-09 17:32:34,2.13,14233,396.24,2377.44,Hambantota
500218,40046,MARMITE 100G,5,2020-12-09 17:32:34,4.37,14233,812.2,4061.0,Hambantota
500307,40112,DENIYA BABY SHAMPOO 200ML,5,2020-12-12 14:53:30,2.64,14238,490.8,2454.0,Nuwara Eliya
500307,40115,PEPSI 1.5L,12,2020-12-12 14:53:30,1.86,14238,346.08,4152.96,Nuwara Eliya
500307,40101,CBL EDGE COOKING OIL 1L,12,2020-12-12 14:53:30,5.12,14238,950.59,11407.08,Nuwara Eliya
500307,40039,CLOGARD TOOTHPASTE 120G,8,2020-12-12 14:53:30,1.5,14238,277.89,2223.12,Nuwara Eliya
500307,40099,PRIMA CHICKEN NOODLES CUP,8,2020-12-12 14:53:30,0.72,14238,132.82,1062.56,Nuwara Eliya
500307,40052,WIJAYA ROASTED CURRY POWDER 250G,1,2020-12-12 14:53:30,2.16,14238,401.06,401.06,Nuwara Eliya
500307,40018,MD MANGO CHUTNEY 400G,11,2020-12-12 14:53:30,4.5,14238,836.42,9200.62,Nuwara Eliya
500307,40077,PILAWOOS FALOODA MIX 200G,10,2020-12-12 14:53:30,1.97,14238,364.98,3649.8,Nuwara Eliya
500079,40040,SIGNAL TOOTHPASTE 120G,6,2020-12-21 13:26:12,1.51,14255,280.73,1684.38,Hambantota
500079,40049,ROZA PASTA MACARONI 400G,5,2020-12-21 13:26:12,1.8,14255,334.09,1670.45,Hambantota
500079,40073,DELMEGE BASMATI RICE 5KG,10,2020-12-21 13:26:12,11.31,14255,2102.66,21026.6,Hambantota
500079,40040,SIGNAL TOOTHPASTE 120G,12,2020-12-21 13:26:12,1.54,14255,286.29,3435.48,Hambantota
500079,40045,PANADOL 100 TABLETS,1,2020-12-21 13:26:12,2.91,14255,541.16,541.16,Hambantota
500079,40005,WATAWALA TEA 400G,8,2020-12-21 13:26:12,4.91,14255,913.37,7306.96,Hambantota
500079,40062,NESTOMALT 400G,3,2020-12-21 13:26:12,3.8,14255,706.73,2120.19,Hambantota
500079,40075,RANMUTHU RICE 5KG,1,2020-12-21 13:26:12,9.4,14255,1746.94,1746.94,Hambantota
500079,40016,LINK SAMAHAN BOX (100 PACKETS),7,2020-12-21 13:26:12,9.34,14255,1735.13,12145.91,Hambantota
500079,40109,CARGILLS SQUARE DEAL WHITE SUGAR 1KG,4,2020-12-21 13:26:12,1.58,14255,294.27,1177.08,Hambantota
500079,40009,MUNCHEE TIKIRI MARIE 80G,1,2020-12-21 13:26:12,0.43,14255,80.69,80.69,Hambantota
500079,40073,DELMEGE BASMATI RICE 5KG,1,2020-12-21 13:26:12,13.44,14255,2497.33,2497.33,Hambantota
500079,40012,MALIBAN CREAM CRACKER 500G,3,2020-12-21 13:26:12,2.36,14255,439.3,1317.9,Hambantota
500079,40084,AKBAR TEA 400G,6,2020-12-21 13:26:12,4.06,14255,754.18,4525.08,Hambantota
500079,40059,SURF EXCEL 1KG,3,2020-12-21 13:26:12,5.41,14255,1005.31,3015.93,Hambantota
500079,40097,KEELLS FROZEN SAUSAGE ROLL 400G,4,2020-12-21 13:26:12,2.65,14255,492.22,1968.88,Hambantota
500079,40014,SPA CEYLON HAND CREAM,4,2020-12-21 13:26:12,14.73,14255,2738.45,10953.8,Hambantota
500079,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,12,2020-12-21 13:26:12,5.24,14255,973.46,11681.52,Hambantota
C500338,40047,PELWATTE BUTTER 200G,-6,2020-12-28 14:30:16,4.43,14016,824.6,-4947.6,Nuwara Eliya
C500338,40057,VIM DISHWASH LIQUID 500ML,-7,2020-12-28 14:30:16,2.9,14016,538.89,-3772.23,Nuwara Eliya
500142,40052,WIJAYA ROASTED CURRY POWDER 250G,8,2021-01-03 13:23:57,2.51,,467.8,3742.4,Kalutara
500142,40069,ANCHOR BUTTER 200G,9,2021-01-03 13:23:57,4.72,,878.97,7910.73,Kalutara
500142,40057,VIM DISHWASH LIQUID 500ML,1,2021-01-03 13:23:57,2.68,,499.77,499.77,Kalutara
500142,40112,DENIYA BABY SHAMPOO 200ML,58,2021-01-03 13:23:57,3.11,,578.47,33551.26,Kalutara
500142,40067,COLGATE TOOTHPASTE 120G,10,2021-01-03 13:23:57,1.44,,267.53,2675.3,Kalutara
500142,40097,KEELLS FROZEN SAUSAGE ROLL 400G,10,2021-01-03 13:23:57,3.27,,609.79,6097.9,Kalutara
500142,40040,SIGNAL TOOTHPASTE 120G,11,2021-01-03 13:23:57,1.43,,267.13,2938.43,Kalutara
500142,40020,ELEPHANT HOUSE CREAM SODA 1.5L,6,2021-01-03 13:23:57,2.49,,463.37,2780.22,Kalutara
500142,40088,CARGILLS FRESH EGGS (10),12,2021-01-03 13:23:57,2.36,,439.05,5268.6,Kalutara
500173,40027,KEELLS CHICKEN SAUSAGES 500G,8,2021-01-06 17:34:20,5.62,14308,1048.4,8387.2,Puttalam
500173,40054,PEARS BABY POWDER 100G,5,2021-01-06 17:34:20,1.59,14308,296.99,1484.95,Puttalam
500173,40114,DETTOL ANTISEPTIC LIQUID 250ML,3,2021-01-06 17:34:20,3.38,14308,630.62,1891.86,Puttalam
