InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Description,District,Total_Price_LKR
SM-2020000020,10368,2020-01-12 16:53:02,3,1095,Kekulu Rice 5kg,Colombo,3285
SM-2020000020,10368,2020-01-12 16:53:02,1,335,Sunlight Dishwash Liquid 425ml,Colombo,335
SM-2020000020,10368,2020-01-12 16:53:02,3,280,Maggi Noodles (5-pack),Colombo,840
SM-2020000020,10368,2020-01-12 16:53:02,3,135,Bread Loaf (Large),Colombo,405
SM-2020000020,10368,2020-01-12 16:53:02,1,150,Munchee Cream Crackers,Colombo,150
SM-2020000020,10368,2020-01-12 16:53:02,1,180,White Sugar 1kg,Colombo,180
SM-2020000020,10368,2020-01-12 16:53:02,1,765,Kotmale Ice Cream 1L,Colombo,765
SM-2020000020,10368,2020-01-12 16:53:02,2,185,Sandalwood Soap (3-pack),Colombo,370
SM-2020000021,10181,2020-01-12 17:25:11,3,1070,Kekulu Rice 5kg,Colombo,3210
SM-2020000021,10181,2020-01-12 17:25:11,3,320,Fresh Milk 1L (Pelwatte),Colombo,960
SM-2020000022,10216,2020-01-13 12:13:50,2,970,Eggs (Tray of 30),Ratnapura,1940
SM-2020000022,10216,2020-01-13 12:13:50,2,185,White Sugar 1kg,Ratnapura,370
SM-2020000022,10216,2020-01-13 12:13:50,1,790,Nivea Body Lotion 400ml,Ratnapura,790
SM-2020000022,10216,2020-01-13 12:13:50,1,330,Dhal (Red Lentils) 1kg,Ratnapura,330
SM-2020000022,10216,2020-01-13 12:13:50,2,500,Coconut Oil 1L,Ratnapura,1000
SM-2020000022,10216,2020-01-13 12:13:50,1,265,Signal Toothpaste 120g,Ratnapura,265
SM-2020000023,10136,2020-01-14 15:04:16,2,140,Bread Loaf (Large),Colombo,280
SM-2020000023,10136,2020-01-14 15:04:16,1,180,White Sugar 1kg,Colombo,180
SM-2020000024,10252,2020-01-14 18:58:40,1,2985,LP Gas Cylinder (Litro) 12.5kg,Kurunegala,2985
SM-2020000024,10252,2020-01-14 18:58:40,1,265,Signal Toothpaste 120g,Kurunegala,265
SM-2020000024,10252,2020-01-14 18:58:40,1,760,Nivea Body Lotion 400ml,Kurunegala,760
SM-2020000024,10252,2020-01-14 18:58:40,2,190,Wheat Flour 1kg,Kurunegala,380
SM-2020000025,10109,2020-01-15 16:23:42,2,155,Prima Wheat Noodles,Gampaha,310
SM-2020000025,10109,2020-01-15 16:23:42,1,620,Milk Powder (Ranmalu) 400g,Gampaha,620
SM-2020000025,10109,2020-01-15 16:23:42,1,1450,Basmathi Rice 5kg,Gampaha,1450
SM-2020000026,10213,2020-01-16 13:52:27,1,320,Elephant House Cream Soda 1.5L,Kandy,320
SM-2020000026,10213,2020-01-16 13:52:27,3,1135,Kekulu Rice 5kg,Kandy,3405
SM-2020000026,10213,2020-01-16 13:52:27,1,245,Ceylon Cinnamon 100g,Kandy,245
SM-2020000026,10213,2020-01-16 13:52:27,3,330,Fresh Milk 1L (Pelwatte),Kandy,990
SM-2020000026,10213,2020-01-16 13:52:27,1,2970,LP Gas Cylinder (Litro) 12.5kg,Kandy,2970
SM-2020000026,10213,2020-01-16 13:52:27,1,200,Wheat Flour 1kg,Kandy,200
SM-2020000026,10213,2020-01-16 13:52:27,1,205,Chilli Powder 250g,Kandy,205
SM-2020000027,10405,2020-01-16 15:47:06,2,265,Signal Toothpaste 120g,Gampaha,530
SM-2020000027,10405,2020-01-16 15:47:06,2,430,Araliya Soap Powder 1kg,Gampaha,860
SM-2020000027,10405,2020-01-16 15:47:06,2,185,Wheat Flour 1kg,Gampaha,370
SM-2020000027,10405,2020-01-16 15:47:06,1,255,Ceylon Cinnamon 100g,Gampaha,255
SM-2020000027,10405,2020-01-16 15:47:06,3,440,Anchor Full Cream Milk (Tin),Gampaha,1320
SM-2020000027,10405,2020-01-16 15:47:06,1,1310,Red Rice 5kg,Gampaha,1310
SM-2020000027,10405,2020-01-16 15:47:06,1,765,Kotmale Ice Cream 1L,Gampaha,765
SM-2020000027,10405,2020-01-16 15:47:06,2,215,Chilli Powder 250g,Gampaha,430
SM-2020000028,10094,2020-01-16 18:28:58,2,345,Sunlight Dishwash Liquid 425ml,Batticaloa,690
SM-2020000028,10094,2020-01-16 18:28:58,2,270,Signal Toothpaste 120g,Batticaloa,540
SM-2020000028,10094,2020-01-16 18:28:58,3,1080,Kekulu Rice 5kg,Batticaloa,3240
SM-2020000028,10094,2020-01-16 18:28:58,2,1225,Red Rice 5kg,Batticaloa,2450
SM-2020000028,10094,2020-01-16 18:28:58,1,725,Milk Powder (Anchor) 400g,Batticaloa,725
SM-2020000028,10094,2020-01-16 18:28:58,2,475,Coconut Oil 1L,Batticaloa,950
SM-2020000028,10094,2020-01-16 18:28:58,2,345,Elephant House Cream Soda 1.5L,Batticaloa,690
SM-2020000028,10094,2020-01-16 18:28:58,1,415,Araliya Soap Powder 1kg,Batticaloa,415
SM-2020000029,10003,2020-01-17 15:03:20,2,420,Araliya Soap Powder 1kg,Colombo,840
SM-2020000029,10003,2020-01-17 15:03:20,2,155,Prima Wheat Noodles,Colombo,310
SM-2020000029,10003,2020-01-17 15:03:20,1,310,Fresh Milk 1L (Pelwatte),Colombo,310
SM-2020000029,10003,2020-01-17 15:03:20,1,335,Sunlight Dishwash Liquid 425ml,Colombo,335
SM-2020000029,10003,2020-01-17 15:03:20,2,330,Elephant House Cream Soda 1.5L,Colombo,660
SM-2020000029,10003,2020-01-17 15:03:20,1,1135,Kekulu Rice 5kg,Colombo,1135
SM-2020000030,10321,2020-01-18 17:03:34,1,2920,LP Gas Cylinder (Litro) 12.5kg,Kandy,2920
SM-2020000030,10321,2020-01-18 17:03:34,2,1515,Basmathi Rice 5kg,Kandy,3030
SM-2020000030,10321,2020-01-18 17:03:34,2,340,Elephant House Cream Soda 1.5L,Kandy,680
SM-2020000030,10321,2020-01-18 17:03:34,3,330,Dhal (Red Lentils) 1kg,Kandy,990
SM-2020000030,10321,2020-01-18 17:03:34,1,765,Milk Powder (Anchor) 400g,Kandy,765
SM-2020000031,10202,2020-01-19 12:19:01,1,320,Dhal (Red Lentils) 1kg,Kandy,320
SM-2020000031,10202,2020-01-19 12:19:01,1,185,Wheat Flour 1kg,Kandy,185
SM-2020000031,10202,2020-01-19 12:19:01,1,405,Araliya Soap Powder 1kg,Kandy,405
SM-2020000031,10202,2020-01-19 12:19:01,2,600,Milk Powder (Ranmalu) 400g,Kandy,1200
SM-2020000031,10202,2020-01-19 12:19:01,2,770,Milk Powder (Anchor) 400g,Kandy,1540
SM-2020000032,10279,2020-01-20 16:21:53,1,610,Milk Powder (Ranmalu) 400g,Colombo,610
SM-2020000032,10279,2020-01-20 16:21:53,1,255,Ceylon Cinnamon 100g,Colombo,255
SM-2020000032,10279,2020-01-20 16:21:53,1,770,Nivea Body Lotion 400ml,Colombo,770
SM-2020000033,10410,2020-01-20 17:39:41,1,795,Nivea Body Lotion 400ml,Colombo,795
SM-2020000033,10410,2020-01-20 17:39:41,3,140,Maliban Marie Biscuits,Colombo,420
SM-2020000033,10410,2020-01-20 17:39:41,1,755,Kotmale Ice Cream 1L,Colombo,755
SM-2020000033,10410,2020-01-20 17:39:41,1,430,Araliya Soap Powder 1kg,Colombo,430
SM-2020000033,10410,2020-01-20 17:39:41,3,330,Fresh Milk 1L (Pelwatte),Colombo,990
SM-2020000033,10410,2020-01-20 17:39:41,3,425,Anchor Full Cream Milk (Tin),Colombo,1275
SM-2020000033,10410,2020-01-20 17:39:41,1,335,Dhal (Red Lentils) 1kg,Colombo,335
SM-2020000034,10246,2020-01-20 18:43:07,1,320,Elephant House Cream Soda 1.5L,Ratnapura,320
SM-2020000034,10246,2020-01-20 18:43:07,3,180,White Sugar 1kg,Ratnapura,540
SM-2020000034,10246,2020-01-20 18:43:07,2,260,Curry Powder 250g,Ratnapura,520
SM-2020000034,10246,2020-01-20 18:43:07,3,135,Bread Loaf (Large),Ratnapura,405
SM-2020000034,10246,2020-01-20 18:43:07,1,425,Araliya Soap Powder 1kg,Ratnapura,425
SM-2020000034,10246,2020-01-20 18:43:07,2,1520,Basmathi Rice 5kg,Ratnapura,3040
SM-2020000034,10246,2020-01-20 18:43:07,1,650,Milk Powder (Ranmalu) 400g,Ratnapura,650
SM-2020000034,10246,2020-01-20 18:43:07,2,735,Milk Powder (Anchor) 400g,Ratnapura,1470
SM-2020000035,10224,2020-01-22 11:03:43,2,185,Sandalwood Soap (3-pack),Badulla,370
SM-2020000035,10224,2020-01-22 11:03:43,2,965,Eggs (Tray of 30),Badulla,1930
SM-2020000035,10224,2020-01-22 11:03:43,1,145,Maliban Marie Biscuits,Badulla,145
SM-2020000035,10224,2020-01-22 11:03:43,2,180,White Sugar 1kg,Badulla,360
SM-2020000035,10224,2020-01-22 11:03:43,2,1145,Kekulu Rice 5kg,Badulla,2290
SM-2020000035,10224,2020-01-22 11:03:43,2,340,Elephant House Cream Soda 1.5L,Badulla,680
SM-2020000036,10305,2020-01-23 13:01:35,1,810,Nivea Body Lotion 400ml,Jaffna,810
SM-2020000036,10305,2020-01-23 13:01:35,3,140,Bread Loaf (Large),Jaffna,420
SM-2020000036,10305,2020-01-23 13:01:35,2,310,Dhal (Red Lentils) 1kg,Jaffna,620
SM-2020000036,10305,2020-01-23 13:01:35,1,750,Kotmale Ice Cream 1L,Jaffna,750
SM-2020000036,10305,2020-01-23 13:01:35,2,725,Milk Powder (Anchor) 400g,Jaffna,1450
SM-2020000036,10305,2020-01-23 13:01:35,2,320,Elephant House Cream Soda 1.5L,Jaffna,640
SM-2020000037,10310,2020-01-24 13:19:09,2,600,Milk Powder (Ranmalu) 400g,Colombo,1200
SM-2020000037,10310,2020-01-24 13:19:09,3,185,Wheat Flour 1kg,Colombo,555
SM-2020000037,10310,2020-01-24 13:19:09,1,765,Nivea Body Lotion 400ml,Colombo,765
SM-2020000037,10310,2020-01-24 13:19:09,1,250,Ceylon Cinnamon 100g,Colombo,250
SM-2020000037,10310,2020-01-24 13:19:09,3,315,Fresh Milk 1L (Pelwatte),Colombo,945
SM-2020000037,10310,2020-01-24 13:19:09,1,210,Chilli Powder 250g,Colombo,210
SM-2020000037,10310,2020-01-24 13:19:09,2,1515,Basmathi Rice 5kg,Colombo,3030
SM-2020000037,10310,2020-01-24 13:19:09,1,265,Curry Powder 250g,Colombo,265
SM-2020000038,10170,2020-01-24 16:23:32,3,145,Bread Loaf (Large),Galle,435
SM-2020000038,10170,2020-01-24 16:23:32,2,330,Dhal (Red Lentils) 1kg,Galle,660
SM-2020000039,10311,2020-01-25 14:06:38,3,145,Bread Loaf (Large),Gampaha,435
SM-2020000039,10311,2020-01-25 14:06:38,1,395,Dilmah Tea 200g,Gampaha,395
SM-2020000039,10311,2020-01-25 14:06:38,1,725,Kotmale Ice Cream 1L,Gampaha,725
SM-2020000039,10311,2020-01-25 14:06:38,3,185,White Sugar 1kg,Gampaha,555
SM-2020000039,10311,2020-01-25 14:06:38,1,350,Sunlight Dishwash Liquid 425ml,Gampaha,350
SM-2020000040,10138,2020-01-25 19:16:16,2,960,Eggs (Tray of 30),Colombo,1920
SM-2020000040,10138,2020-01-25 19:16:16,1,505,Coconut Oil 1L,Colombo,505
SM-2020000040,10138,2020-01-25 19:16:16,1,335,Elephant House Cream Soda 1.5L,Colombo,335
SM-2020000041,10065,2020-01-25 19:19:44,2,1510,Basmathi Rice 5kg,Badulla,3020
SM-2020000041,10065,2020-01-25 19:19:44,2,175,White Sugar 1kg,Badulla,350
SM-2020000041,10065,2020-01-25 19:19:44,1,600,Milk Powder (Ranmalu) 400g,Badulla,600
SM-2020000041,10065,2020-01-25 19:19:44,2,260,Curry Powder 250g,Badulla,520
SM-2020000041,10065,2020-01-25 19:19:44,3,135,Bread Loaf (Large),Badulla,405
SM-2020000041,10065,2020-01-25 19:19:44,2,475,Coconut Oil 1L,Badulla,950
SM-2020000042,10374,2020-01-26 08:15:30,3,175,White Sugar 1kg,Colombo,525
SM-2020000042,10374,2020-01-26 08:15:30,3,140,Bread Loaf (Large),Colombo,420
SM-2020000042,10374,2020-01-26 08:15:30,2,265,Signal Toothpaste 120g,Colombo,530
SM-2020000042,10374,2020-01-26 08:15:30,2,465,Coconut Oil 1L,Colombo,930
SM-2020000042,10374,2020-01-26 08:15:30,1,265,Curry Powder 250g,Colombo,265
SM-2020000043,10410,2020-01-26 09:11:02,3,190,Wheat Flour 1kg,Colombo,570
SM-2020000043,10410,2020-01-26 09:11:02,2,140,Bread Loaf (Large),Colombo,280
SM-2020000043,10410,2020-01-26 09:11:02,2,210,Chilli Powder 250g,Colombo,420
SM-2020000044,10305,2020-01-27 10:40:52,2,175,Sandalwood Soap (3-pack),Jaffna,350
SM-2020000044,10305,2020-01-27 10:40:52,2,165,Prima Wheat Noodles,Jaffna,330
SM-2020000044,10305,2020-01-27 10:40:52,2,95,Kotmale Yogurt Cup,Jaffna,190
SM-2020000044,10305,2020-01-27 10:40:52,2,610,Milk Powder (Ranmalu) 400g,Jaffna,1220
SM-2020000044,10305,2020-01-27 10:40:52,4,145,Maliban Marie Biscuits,Jaffna,580
SM-2020000044,10305,2020-01-27 10:40:52,2,420,Anchor Full Cream Milk (Tin),Jaffna,840
SM-2020000044,10305,2020-01-27 10:40:52,1,475,Coconut Oil 1L,Jaffna,475
SM-2020000045,10024,2020-01-28 12:11:06,2,185,Sandalwood Soap (3-pack),Colombo,370
SM-2020000045,10024,2020-01-28 12:11:06,2,180,White Sugar 1kg,Colombo,360
SM-2020000045,10024,2020-01-28 12:11:06,2,95,Kotmale Yogurt Cup,Colombo,190
SM-2020000045,10024,2020-01-28 12:11:06,3,1130,Kekulu Rice 5kg,Colombo,3390
SM-2020000045,10024,2020-01-28 12:11:06,1,205,Chilli Powder 250g,Colombo,205
SM-2020000045,10024,2020-01-28 12:11:06,1,460,Coconut Oil 1L,Colombo,460
SM-2020000045,10024,2020-01-28 12:11:06,2,760,Milk Powder (Anchor) 400g,Colombo,1520
SM-2020000045,10024,2020-01-28 12:11:06,2,385,Dilmah Tea 200g,Colombo,770
SM-2020000046,10211,2020-01-28 16:15:12,1,95,Kotmale Yogurt Cup,Colombo,95
SM-2020000046,10211,2020-01-28 16:15:12,3,335,Dhal (Red Lentils) 1kg,Colombo,1005
SM-2020000046,10211,2020-01-28 16:15:12,4,150,Munchee Cream Crackers,Colombo,600
SM-2020000046,10211,2020-01-28 16:15:12,3,285,Maggi Noodles (5-pack),Colombo,855
SM-2020000046,10211,2020-01-28 16:15:12,2,205,Chilli Powder 250g,Colombo,410
SM-2020000046,10211,2020-01-28 16:15:12,1,185,Sandalwood Soap (3-pack),Colombo,185
SM-2020000047,10116,2020-01-28 19:39:35,2,1055,Kekulu Rice 5kg,Kalutara,2110
SM-2020000047,10116,2020-01-28 19:39:35,1,3025,LP Gas Cylinder (Litro) 12.5kg,Kalutara,3025
SM-2020000047,10116,2020-01-28 19:39:35,1,780,Milk Powder (Anchor) 400g,Kalutara,780
SM-2020000047,10116,2020-01-28 19:39:35,1,325,Sunlight Dishwash Liquid 425ml,Kalutara,325
SM-2020000047,10116,2020-01-28 19:39:35,1,140,Bread Loaf (Large),Kalutara,140
SM-2020000047,10116,2020-01-28 19:39:35,1,265,Curry Powder 250g,Kalutara,265
SM-2020000047,10116,2020-01-28 19:39:35,1,1460,Basmathi Rice 5kg,Kalutara,1460
SM-2020000047,10116,2020-01-28 19:39:35,2,260,Signal Toothpaste 120g,Kalutara,520
SM-2020000048,10386,2020-01-30 10:32:38,1,340,Sunlight Dishwash Liquid 425ml,Colombo,340
SM-2020000048,10386,2020-01-30 10:32:38,1,380,Dilmah Tea 200g,Colombo,380
SM-2020000048,10386,2020-01-30 10:32:38,3,425,Anchor Full Cream Milk (Tin),Colombo,1275
SM-2020000048,10386,2020-01-30 10:32:38,1,260,Ceylon Cinnamon 100g,Colombo,260
SM-2020000048,10386,2020-01-30 10:32:38,1,335,Fresh Milk 1L (Pelwatte),Colombo,335
SM-2020000048,10386,2020-01-30 10:32:38,1,330,Elephant House Cream Soda 1.5L,Colombo,330
SM-2020000048,10386,2020-01-30 10:32:38,1,1235,Red Rice 5kg,Colombo,1235
SM-2020000049,10224,2020-01-31 11:10:50,1,255,Curry Powder 250g,Badulla,255
SM-2020000049,10224,2020-01-31 11:10:50,1,1100,Kekulu Rice 5kg,Badulla,1100
SM-2020000049,10224,2020-01-31 11:10:50,4,145,Munchee Cream Crackers,Badulla,580
SM-2020000049,10224,2020-01-31 11:10:50,1,630,Milk Powder (Ranmalu) 400g,Badulla,630
SM-2020000049,10224,2020-01-31 11:10:50,1,265,Signal Toothpaste 120g,Badulla,265
SM-2020000049,10224,2020-01-31 11:10:50,2,1430,Basmathi Rice 5kg,Badulla,2860
SM-2020000050,10025,2020-01-31 17:30:47,2,265,Signal Toothpaste 120g,Ratnapura,530
SM-2020000050,10025,2020-01-31 17:30:47,1,175,White Sugar 1kg,Ratnapura,175
SM-2020000050,10025,2020-01-31 17:30:47,1,185,Wheat Flour 1kg,Ratnapura,185
SM-2020000050,10025,2020-01-31 17:30:47,1,245,Ceylon Cinnamon 100g,Ratnapura,245
SM-2020000050,10025,2020-01-31 17:30:47,2,720,Milk Powder (Anchor) 400g,Ratnapura,1440
SM-2020000051,10308,2020-02-01 16:07:29,1,185,Sandalwood Soap (3-pack),Colombo,185
SM-2020000051,10308,2020-02-01 16:07:29,1,780,Milk Powder (Anchor) 400g,Colombo,780
SM-2020000051,10308,2020-02-01 16:07:29,1,755,Kotmale Ice Cream 1L,Colombo,755
SM-2020000051,10308,2020-02-01 16:07:29,1,290,Maggi Noodles (5-pack),Colombo,290
SM-2020000051,10308,2020-02-01 16:07:29,1,325,Sunlight Dishwash Liquid 425ml,Colombo,325
SM-2020000052,10414,2020-02-01 18:50:07,3,1110,Kekulu Rice 5kg,Kurunegala,3330
SM-2020000052,10414,2020-02-01 18:50:07,1,1295,Red Rice 5kg,Kurunegala,1295
