InvoiceNo,StockCode,Description,Quantity,InvoiceDate,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
501156,20078,BRASS ANKLET TRADITIONAL DESIGN,7,1/12/20 11:08,14054,735.4717808,5148.302466,Gampaha
501156,20089,HERBAL AYURVEDA BATH SET GIFT,9,1/12/20 11:08,14054,1835.056438,16515.50795,Gampaha
501156,20093,COCONUT SHELL LADLE HANDCRAFTED,3,1/12/20 11:08,14054,418.4580822,1255.374247,Gampaha
501156,20026,COIR DOOR MAT WELCOME PRINT,11,1/12/20 11:08,14054,967.3446575,10640.79123,Gampaha
501156,20113,BAMBOO STRAW SET OF 6 REUSABLE,10,1/12/20 11:08,14054,438.3846575,4383.846575,Gampaha
501156,20106,REED LAMPSHADE ROUND SMALL,5,1/12/20 11:08,14054,1485.435616,7427.178082,Gampaha
501156,20053,LACQUER WORK PEN HOLDER,11,1/12/20 11:08,14054,639.4619178,7034.081096,Gampaha
501156,DELV,COURIER DELIVERY CHARGE,4,1/12/20 11:08,14054,545.2635616,2181.054247,Gampaha
501156,20000,HANDLOOM COTTON CUSHION COVER STRIPE,4,1/12/20 11:08,14054,780.7594521,3123.037808,Gampaha
501156,20063,HANDMADE PAPER GREETING CARD SET,53,1/12/20 11:08,14054,576.0591781,30531.13644,Gampaha
501156,20114,BAMBOO CUTLERY TRAVEL SET,10,1/12/20 11:08,14054,786.1939726,7861.939726,Gampaha
501156,20012,HANDLOOM PLACEMAT SET OF 4 NATURAL,8,1/12/20 11:08,14054,1108.642192,8869.137534,Gampaha
501156,20024,BATIK COTTON SHIRT MENS BLUE,3,1/12/20 11:08,14054,1840.490959,5521.472877,Gampaha
501156,20049,WOODEN ELEPHANT CARVING LARGE,5,1/12/20 11:08,14054,2479.952877,12399.76438,Gampaha
501156,20076,MOONSTONE EARRINGS SILVER DROP,11,1/12/20 11:08,14054,2318.728767,25506.01644,Gampaha
501205,20071,CLOVES GIFT JAR SMALL,11,1/18/20 14:10,,701.3712329,7715.083562,Moneragala
501205,20077,BEADED COCONUT SHELL NECKLACE,12,1/18/20 14:10,,813.7356164,9764.827397,Moneragala
501205,20076,MOONSTONE EARRINGS SILVER DROP,9,1/18/20 14:10,,2345.153425,21106.38082,Moneragala
501205,20086,WOODEN RATTLE TOY BABY,3,1/18/20 14:10,,560.009589,1680.028767,Moneragala
501205,20002,HANDLOOM COTTON CUSHION COVER PAISLEY,8,1/18/20 14:10,,877.1671233,7017.336986,Moneragala
501205,DELV,COURIER DELIVERY CHARGE,8,1/18/20 14:10,,561.8219178,4494.575342,Moneragala
501205,20083,CLOTH DOLL KANDYAN DANCER,2,1/18/20 14:10,,1292.190411,2584.380822,Moneragala
501205,20088,SANDALWOOD SOAP BAR HANDMADE,24,1/18/20 14:10,,411.3986301,9873.567123,Moneragala
501205,20014,HANDWOVEN COTTON TOTE BAG STRIPE,4,1/18/20 14:10,,739.430137,2957.720548,Moneragala
500959,20035,WOVEN PALM LEAF HAT WIDE BRIM,11,1/22/20 12:49,14069,1308.896986,14397.86685,Matara
500959,20068,SPICE GIFT SET ISLAND BLEND,1,1/22/20 12:49,14069,1617.086027,1617.086027,Matara
500959,20022,BATIK SILK SCARF PAISLEY TEAL,8,1/22/20 12:49,14069,1475.681644,11805.45315,Matara
500959,20012,HANDLOOM PLACEMAT SET OF 4 NATURAL,11,1/22/20 12:49,14069,1082.287397,11905.16137,Matara
500959,20062,HANDMADE PAPER GIFT WRAP SET OF 3,12,1/22/20 12:49,14069,523.9213699,6287.056438,Matara
500959,20085,WOODEN ABACUS COUNTING TOY,3,1/22/20 12:49,14069,978.9534247,2936.860274,Matara
500959,20013,HANDLOOM NAPKIN SET OF 6 WHITE,8,1/22/20 12:49,14069,953.5731507,7628.585205,Matara
500959,20114,BAMBOO CUTLERY TRAVEL SET,10,1/22/20 12:49,14069,808.5430137,8085.430137,Matara
500959,20046,WOODEN MASK TRADITIONAL COBRA DESIGN,8,1/22/20 12:49,14069,1667.846575,13342.7726,Matara
500959,20001,HANDLOOM COTTON CUSHION COVER CHECK,7,1/22/20 12:49,14069,828.4846575,5799.392603,Matara
500959,20070,CARDAMOM PODS GIFT JAR SMALL,9,1/22/20 12:49,14069,935.4443836,8418.999452,Matara
500959,20037,CLAY POT PAINTED LARGE,5,1/22/20 12:49,14069,1136.673699,5683.368493,Matara
500959,20113,BAMBOO STRAW SET OF 6 REUSABLE,1,1/22/20 12:49,14069,442.3419178,442.3419178,Matara
500959,20056,COCONUT SHELL SPOON SET OF 6,13,1/22/20 12:49,14069,618.1909589,8036.482466,Matara
500959,20002,HANDLOOM COTTON CUSHION COVER PAISLEY,9,1/22/20 12:49,14069,902.8126027,8125.313425,Matara
500959,20039,TERRACOTTA WIND CHIME,8,1/22/20 12:49,14069,725.1506849,5801.205479,Matara
500959,20051,LACQUER WORK BANGLE SET OF 4,5,1/22/20 12:49,14069,755.969589,3779.847945,Matara
500959,20088,SANDALWOOD SOAP BAR HANDMADE,9,1/22/20 12:49,14069,404.2715068,3638.443562,Matara
500438,20042,BRASS ELEPHANT FIGURINE LARGE,9,1/25/20 11:52,,1740.756164,15666.80548,Kegalle
500438,20088,SANDALWOOD SOAP BAR HANDMADE,7,1/25/20 11:52,,395.2967123,2767.076986,Kegalle
500438,20033,REED WOVEN FRUIT BASKET,1,1/25/20 11:52,,796.0332877,796.0332877,Kegalle
500438,20081,WOODEN SPINNING TOP TRADITIONAL,2,1/25/20 11:52,,397.11,794.22,Kegalle
500438,20089,HERBAL AYURVEDA BATH SET GIFT,59,1/25/20 11:52,,1869.499589,110300.4758,Kegalle
500438,20063,HANDMADE PAPER GREETING CARD SET,9,1/25/20 11:52,,591.1317808,5320.186027,Kegalle
500438,20070,CARDAMOM PODS GIFT JAR SMALL,11,1/25/20 11:52,,872.1913699,9594.105068,Kegalle
500438,20067,CEYLON GREEN TEA GIFT TIN,2,1/25/20 11:52,,1184.076849,2368.153699,Kegalle
500438,20107,REED LAMPSHADE ROUND LARGE,31,1/25/20 11:52,,2371.780274,73525.18849,Kegalle
500438,20076,MOONSTONE EARRINGS SILVER DROP,9,1/25/20 11:52,,2380.846712,21427.62041,Kegalle
500438,20093,COCONUT SHELL LADLE HANDCRAFTED,6,1/25/20 11:52,,397.11,2382.66,Kegalle
500438,20001,HANDLOOM COTTON CUSHION COVER CHECK,7,1/25/20 11:52,,817.7927397,5724.549178,Kegalle
500438,20031,RATTAN STORAGE BASKET SET OF 3,1,1/25/20 11:52,,2652.839863,2652.839863,Kegalle
500438,20014,HANDWOVEN COTTON TOTE BAG STRIPE,7,1/25/20 11:52,,745.2612329,5216.82863,Kegalle
500438,20060,HANDMADE PAPER NOTEBOOK A5 PLAIN,5,1/25/20 11:52,,623.7709589,3118.854795,Kegalle
500438,20016,BATIK COTTON SARONG BLUE,6,1/25/20 11:52,,1214.90274,7289.416438,Kegalle
500438,20048,WOODEN ELEPHANT CARVING SMALL,3,1/25/20 11:52,,1126.051644,3378.154932,Kegalle
500438,20053,LACQUER WORK PEN HOLDER,10,1/25/20 11:52,,611.0779452,6110.779452,Kegalle
500362,20081,WOODEN SPINNING TOP TRADITIONAL,8,1/25/20 16:02,,389.8568493,3118.854795,Ampara
500362,20014,HANDWOVEN COTTON TOTE BAG STRIPE,3,1/25/20 16:02,,748.8878082,2246.663425,Ampara
500194,20104,HANDLOOM BEDSPREAD DOUBLE SIZE,2,2/1/20 16:29,14616,4007.670685,8015.34137,Kandy
500194,20079,COIR WOVEN BRACELET NATURAL,12,2/1/20 16:29,14616,359.2208219,4310.649863,Kandy
500194,20078,BRASS ANKLET TRADITIONAL DESIGN,19,2/1/20 16:29,14616,738.3983562,14029.56877,Kandy
500194,20088,SANDALWOOD SOAP BAR HANDMADE,11,2/1/20 16:29,14616,393.6915068,4330.606575,Kandy
500194,20046,WOODEN MASK TRADITIONAL COBRA DESIGN,4,2/1/20 16:29,14616,1681.806575,6727.226301,Kandy
500714,20030,RATTAN LAUNDRY BASKET ROUND,10,2/2/20 15:03,,2237.134932,22371.34932,Galle
500714,20101,WOODEN JEWELLERY BOX CARVED,59,2/2/20 15:03,,2166.373973,127816.0644,Galle
500714,20108,CLAY OIL LAMP PAINTED SET OF 3,33,2/2/20 15:03,,950.7369863,31374.32055,Galle
500714,20002,HANDLOOM COTTON CUSHION COVER PAISLEY,10,2/2/20 15:03,,847.3171233,8473.171233,Galle
C501191,20075,MOONSTONE PENDANT SILVER SMALL,-11,2/3/20 11:58,14072,2636.498356,-29001.48192,Jaffna
C501191,20031,RATTAN STORAGE BASKET SET OF 3,-9,2/3/20 11:58,14072,2676.417808,-24087.76027,Jaffna
C501191,20003,HANDLOOM COTTON CUSHION COVER PLAIN NATURAL,-42,2/3/20 11:58,14072,774.800274,-32541.61151,Jaffna
500570,20066,CEYLON BLACK TEA GIFT BOX,2,2/3/20 18:00,14062,1275.607945,2551.21589,Colombo
500570,20101,WOODEN JEWELLERY BOX CARVED,1,2/3/20 18:00,14062,2064.924384,2064.924384,Colombo
500570,20058,PALMYRAH LEAF BASKET SMALL,10,2/3/20 18:00,14062,733.0663014,7330.663014,Colombo
500570,20037,CLAY POT PAINTED LARGE,2,2/3/20 18:00,14062,1164.922192,2329.844384,Colombo
500570,20031,RATTAN STORAGE BASKET SET OF 3,2,2/3/20 18:00,14062,2531.256164,5062.512329,Colombo
500570,20095,WELCOME GIFT HAMPER SMALL,11,2/3/20 18:00,14062,2794.361644,30737.97808,Colombo
500570,20091,CLAY COOKING POT SMALL TRADITIONAL,11,2/3/20 18:00,14062,1079.639726,11876.03699,Colombo
500570,20048,WOODEN ELEPHANT CARVING SMALL,45,2/3/20 18:00,14062,1086.897808,48910.40137,Colombo
500570,20051,LACQUER WORK BANGLE SET OF 4,12,2/3/20 18:00,14062,796.5745205,9558.894247,Colombo
500596,20079,COIR WOVEN BRACELET NATURAL,4,2/4/20 11:49,,361.1168493,1444.467397,Gampaha
500596,20023,BATIK WALL HANGING ELEPHANT MOTIF,1,2/4/20 11:49,,2442.529041,2442.529041,Gampaha
500596,20101,WOODEN JEWELLERY BOX CARVED,7,2/4/20 11:49,,2244.73137,15713.11959,Gampaha
500596,20016,BATIK COTTON SARONG BLUE,2,2/4/20 11:49,,1311.997397,2623.994795,Gampaha
500596,20050,WOODEN PEACOCK CARVING MEDIUM,8,2/4/20 11:49,,1589.64,12717.12,Gampaha
500596,20075,MOONSTONE PENDANT SILVER SMALL,11,2/4/20 11:49,,2825.421781,31079.63959,Gampaha
500596,20012,HANDLOOM PLACEMAT SET OF 4 NATURAL,6,2/4/20 11:49,,1094.238493,6565.430959,Gampaha
500596,20043,BRASS PEACOCK FIGURINE SMALL,12,2/4/20 11:49,,970.8417808,11650.10137,Gampaha
501093,20040,BRASS OIL LAMP TRADITIONAL,9,2/4/20 12:02,14226,2235.658082,20120.92274,Colombo
501093,20083,CLOTH DOLL KANDYAN DANCER,11,2/4/20 12:02,14226,1317.44137,14491.85507,Colombo
501216,20071,CLOVES GIFT JAR SMALL,4,2/5/20 17:21,14521,707.769863,2831.079452,Colombo
501216,20109,WOODEN MASK KEYRING SMALL,7,2/5/20 17:21,14521,263.1452055,1842.016438,Colombo
501216,20077,BEADED COCONUT SHELL NECKLACE,9,2/5/20 17:21,14521,842.0646575,7578.581918,Colombo
501216,20087,COCONUT OIL SOAP BAR HANDMADE,40,2/5/20 17:21,14521,362.9589041,14518.35616,Colombo
501216,20009,HANDLOOM BABY BLANKET PASTEL,12,2/5/20 17:21,14521,1783.943014,21407.31616,Colombo
501216,20001,HANDLOOM COTTON CUSHION COVER CHECK,11,2/5/20 17:21,14521,832.9906849,9162.897534,Colombo
501216,20025,COIR DOOR MAT NATURAL PLAIN,11,2/5/20 17:21,14521,900.1380822,9901.518904,Colombo
501216,20066,CEYLON BLACK TEA GIFT BOX,6,2/5/20 17:21,14521,1277.615342,7665.692055,Colombo
500622,20075,MOONSTONE PENDANT SILVER SMALL,7,2/8/20 14:36,14556,2753.666712,19275.66699,Gampaha
500700,20083,CLOTH DOLL KANDYAN DANCER,4,2/10/20 10:01,14146,1323.484521,5293.938082,Ampara
500700,20051,LACQUER WORK BANGLE SET OF 4,1,2/10/20 10:01,14146,800.6264384,800.6264384,Ampara
501263,20095,WELCOME GIFT HAMPER SMALL,9,2/13/20 12:41,,2939.926575,26459.33918,Puttalam
501128,20031,RATTAN STORAGE BASKET SET OF 3,4,2/16/20 10:57,,2738.982466,10955.92986,Kandy
501128,20088,SANDALWOOD SOAP BAR HANDMADE,9,2/16/20 10:57,,401.4026027,3612.623425,Kandy
501128,20058,PALMYRAH LEAF BASKET SMALL,4,2/16/20 10:57,,750.1324658,3000.529863,Kandy
501128,20099,BATIK APRON KITCHEN PRINT,9,2/16/20 10:57,,993.5168493,8941.651644,Kandy
501128,20100,CANE CHAIR SMALL DECORATIVE,1,2/16/20 10:57,,4704.220548,4704.220548,Kandy
501128,20054,CANE WALL MIRROR ROUND SMALL,54,2/16/20 10:57,,1471.20411,79445.02192,Kandy
501128,20035,WOVEN PALM LEAF HAT WIDE BRIM,1,2/16/20 10:57,,1209.656712,1209.656712,Kandy
501128,20007,HANDLOOM COTTON BEACH TOWEL PLAIN,26,2/16/20 10:57,,1440.326986,37448.50164,Kandy
501128,20023,BATIK WALL HANGING ELEPHANT MOTIF,12,2/16/20 10:57,,2399.33411,28792.00932,Kandy
501128,20102,BRASS BELL TRADITIONAL SMALL,7,2/16/20 10:57,,573.9512329,4017.65863,Kandy
501254,20099,BATIK APRON KITCHEN PRINT,2,2/18/20 13:17,14052,917.3705479,1834.741096,Colombo
501254,20043,BRASS PEACOCK FIGURINE SMALL,7,2/18/20 13:17,14052,960.9683562,6726.778493,Colombo
500129,20024,BATIK COTTON SHIRT MENS BLUE,9,2/19/20 13:46,,1785.828219,16072.45397,Gampaha
500129,20041,BRASS ELEPHANT FIGURINE SMALL,4,2/19/20 13:46,,819.3372603,3277.349041,Gampaha
500129,20044,BRASS INCENSE HOLDER ELEPHANT,11,2/19/20 13:46,,750.3021918,8253.32411,Gampaha
500129,20023,BATIK WALL HANGING ELEPHANT MOTIF,10,2/19/20 13:46,,2290.874247,22908.74247,Gampaha
500129,20037,CLAY POT PAINTED LARGE,5,2/19/20 13:46,,1224.46411,6122.320548,Gampaha
500129,20072,KOTHAMALLI HERBAL TEA BOX,1,2/19/20 13:46,,781.1863014,781.1863014,Gampaha
500129,20062,HANDMADE PAPER GIFT WRAP SET OF 3,6,2/19/20 13:46,,534.1134247,3204.680548,Gampaha
500129,20069,CEYLON CURRY POWDER PACK 250G,9,2/19/20 13:46,,570.4476712,5134.029041,Gampaha
500129,20089,HERBAL AYURVEDA BATH SET GIFT,8,2/19/20 13:46,,1771.294521,14170.35616,Gampaha
501266,20110,BRASS ELEPHANT KEYRING,2,2/22/20 11:16,14044,317.9965753,635.9931507,Matara
501266,20028,CANE BASKET WITH LID SMALL,7,2/22/20 11:16,14044,1233.826712,8636.786986,Matara
501266,20044,BRASS INCENSE HOLDER ELEPHANT,11,2/22/20 11:16,14044,717.7636986,7895.400685,Matara
501266,20101,WOODEN JEWELLERY BOX CARVED,2,2/22/20 11:16,14044,2196.902055,4393.80411,Matara
501266,20025,COIR DOOR MAT NATURAL PLAIN,8,2/22/20 11:16,14044,926.7328767,7413.863014,Matara
501266,20114,BAMBOO CUTLERY TRAVEL SET,11,2/22/20 11:16,14044,790.4486301,8694.934932,Matara
501266,20009,HANDLOOM BABY BLANKET PASTEL,8,2/22/20 11:16,14044,1818.940411,14551.52329,Matara
501266,20087,COCONUT OIL SOAP BAR HANDMADE,4,2/22/20 11:16,14044,368.8760274,1475.50411,Matara
501266,20090,COCONUT SHELL BATH SPONGE,50,2/22/20 11:16,14044,317.9965753,15899.82877,Matara
501266,20023,BATIK WALL HANGING ELEPHANT MOTIF,15,2/22/20 11:16,14044,2356.808904,35352.13356,Matara
501266,20071,CLOVES GIFT JAR SMALL,5,2/22/20 11:16,14044,703.2267123,3516.133562,Matara
501266,20002,HANDLOOM COTTON CUSHION COVER PAISLEY,9,2/22/20 11:16,14044,892.2075342,8029.867808,Matara
501266,20042,BRASS ELEPHANT FIGURINE LARGE,12,2/22/20 11:16,14044,1813.489041,21761.86849,Matara
501266,20084,CLOTH DOLL FISHERMAN STILT,5,2/22/20 11:16,14044,1217.472603,6087.363014,Matara
501266,20051,LACQUER WORK BANGLE SET OF 4,8,2/22/20 11:16,14044,803.1684932,6425.347945,Matara
500846,20066,CEYLON BLACK TEA GIFT BOX,2,2/22/20 16:50,14156,1251.997945,2503.99589,Colombo
500846,20101,WOODEN JEWELLERY BOX CARVED,5,2/22/20 16:50,14156,2149.656849,10748.28425,Colombo
500846,20052,LACQUER WORK BOX SMALL ROUND,8,2/22/20 16:50,14156,1097.542466,8780.339726,Colombo
500846,20037,CLAY POT PAINTED LARGE,4,2/22/20 16:50,14156,1237.460959,4949.843836,Colombo
500846,20092,CLAY COOKING POT LARGE TRADITIONAL,49,2/22/20 16:50,14156,1793.500685,87881.53356,Colombo
500846,20077,BEADED COCONUT SHELL NECKLACE,9,2/22/20 16:50,14156,846.7794521,7621.015068,Colombo
500409,20064,CEYLON CINNAMON STICKS PACK 100G,12,2/26/20 14:51,14291,705.2564384,8463.07726,Kandy
500409,20015,HANDWOVEN COTTON TOTE BAG PLAIN,11,2/26/20 14:51,14291,621.6435616,6838.079178,Kandy
500409,20074,CEYLON VANILLA PODS GIFT SET,11,2/26/20 14:51,14291,1846.753973,20314.2937,Kandy
500409,20097,WEDDING FAVOUR BOX SET OF 10,12,2/26/20 14:51,14291,2270.27137,27243.25644,Kandy
500409,20004,HANDLOOM TABLE RUNNER MULTICOLOUR,14,2/26/20 14:51,14291,1234.198767,17278.78274,Kandy
500409,20113,BAMBOO STRAW SET OF 6 REUSABLE,4,2/26/20 14:51,14291,436.2410959,1744.964384,Kandy
500409,20099,BATIK APRON KITCHEN PRINT,3,2/26/20 14:51,14291,994.2661644,2982.798493,Kandy
500409,20066,CEYLON BLACK TEA GIFT BOX,3,2/26/20 14:51,14291,1317.811644,3953.434932,Kandy
500409,20065,CEYLON CINNAMON POWDER JAR 100G,4,2/26/20 14:51,14291,605.2845205,2421.138082,Kandy
500409,20056,COCONUT SHELL SPOON SET OF 6,7,2/26/20 14:51,14291,574.3841096,4020.688767,Kandy
500409,20070,CARDAMOM PODS GIFT JAR SMALL,2,2/26/20 14:51,14291,914.2886301,1828.57726,Kandy
500409,20008,HANDLOOM COTTON THROW BLANKET,9,2/26/20 14:51,14291,2799.213699,25192.92329,Kandy
500409,20062,HANDMADE PAPER GIFT WRAP SET OF 3,10,2/26/20 14:51,14291,519.8539726,5198.539726,Kandy
500409,20072,KOTHAMALLI HERBAL TEA BOX,9,2/26/20 14:51,14291,776.1456164,6985.310548,Kandy
500409,20085,WOODEN ABACUS COUNTING TOY,2,2/26/20 14:51,14291,972.4541096,1944.908219,Kandy
500409,20055,COCONUT SHELL BOWL SET OF 3,3,2/26/20 14:51,14291,812.4990411,2437.497123,Kandy
500409,20093,COCONUT SHELL LADLE HANDCRAFTED,6,2/26/20 14:51,14291,414.4290411,2486.574247,Kandy
500409,20095,WELCOME GIFT HAMPER SMALL,8,2/26/20 14:51,14291,3031.875616,24255.00493,Kandy
500676,20105,HANDLOOM BEDSPREAD SINGLE SIZE,8,2/28/20 19:29,,3005.063425,24040.5074,Galle
500676,20092,CLAY COOKING POT LARGE TRADITIONAL,9,2/28/20 19:29,,1776.132466,15985.19219,Galle
500676,20079,COIR WOVEN BRACELET NATURAL,10,2/28/20 19:29,,338.1378082,3381.378082,Galle
500676,20084,CLOTH DOLL FISHERMAN STILT,4,2/28/20 19:29,,1303.466712,5213.866849,Galle
500124,20056,COCONUT SHELL SPOON SET OF 6,8,3/2/20 13:48,14086,598.2391781,4785.913425,Colombo
500124,20031,RATTAN STORAGE BASKET SET OF 3,8,3/2/20 13:48,14086,2627.524658,21020.19726,Colombo
500124,20039,TERRACOTTA WIND CHIME,9,3/2/20 13:48,14086,741.8893151,6677.003836,Colombo
500124,20094,WOODEN SPICE BOX SET COMPARTMENT,5,3/2/20 13:48,14086,1634.702192,8173.510959,Colombo
500124,20036,CLAY POT PAINTED SMALL,12,3/2/20 13:48,14086,592.7841096,7113.409315,Colombo
500124,20029,CANE BASKET WITH LID LARGE,54,3/2/20 13:48,14086,1783.807397,96325.59945,Colombo
500124,20080,WOODEN ELEPHANT PUZZLE TOY,10,3/2/20 13:48,14086,894.6312329,8946.312329,Colombo
500935,20006,HANDLOOM COTTON BEACH TOWEL STRIPE,7,3/2/20 15:50,,1596.516712,11175.61699,Kandy
500935,20035,WOVEN PALM LEAF HAT WIDE BRIM,24,3/2/20 15:50,,1325.581644,31813.95945,Kandy
500935,20073,CEYLON PEPPER GIFT JAR,6,3/2/20 15:50,,749.1627397,4494.976438,Kandy
