InvoiceNo,StockCode,Description,Quantity,InvoiceDate,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
530054,40004,ZESTA TEA 400G,10,4/8/20 17:55,301079,1050,10500,Matara
530055,DELV,COURIER DELIVERY CHARGE,12,4/11/20 8:03,301103,550.5,6606,Gampaha
530056,40088,CARGILLS FRESH EGGS (10),3,4/17/20 14:18,,350,1050,Moneragala
530057,40032,PRIMA STELLA NOODLES 400G,12,4/20/20 8:34,301030,280,3360,Kegalle
530058,40034,HARISCHANDRA COFFEE 100G,5,4/22/20 18:58,301007,380,1900,Gampaha
530059,40023,RATHTHI MILK POWDER 400G,5,4/23/20 18:42,301057,1100,5500,Matara
530060,40003,DILMAH GREEN TEA 20 BAGS,6,4/24/20 12:30,301032,550,3300,Anuradhapura
530061,40082,NECTO 1.5L,10,4/29/20 18:54,,350,3500,Nuwara Eliya
530062,40028,BAIRAHA CHICKEN 1KG,8,4/30/20 8:03,301041,1450,11600,Kalutara
530063,40017,MD MIXED FRUIT JAM 500G,20,5/5/20 19:52,301132,650,13000,Colombo
530064,40061,VELVET BEAUTY SOAP 100G,1,5/6/20 13:48,301206,150,150,Polonnaruwa
530065,40065,FAIR & LOVELY CREAM 50G,4,5/6/20 19:27,301019,320,1280,Gampaha
530066,40030,KIST MIXED FRUIT NECTAR 1L,1,5/7/20 9:00,301100,550,550,Batticaloa
530067,40068,CLOSE UP TOOTHPASTE 120G,4,5/8/20 9:08,301025,235,940,Gampaha
530068,40025,KOTMALE FRESH MILK 1L,4,5/13/20 12:37,301181,450,1800,Kegalle
530069,40089,KANDOS CHOCOLATE BAR 100G,2,5/17/20 16:09,301193,250,500,Kalutara
530070,40046,MARMITE 100G,3,5/18/20 11:34,301128,750,2250,Badulla
530071,40003,DILMAH GREEN TEA 20 BAGS,2,5/20/20 9:09,,550,1100,Kilinochchi
530072,40027,KEELLS CHICKEN SAUSAGES 500G,2,5/20/20 9:48,301166,950,1900,Galle
530073,40038,MOTHA FALUDA MIX 100G,1,5/21/20 15:33,301090,200,200,Galle
530074,40038,MOTHA FALUDA MIX 100G,4,5/23/20 12:17,301078,200,800,Kurunegala
530075,40018,MD MANGO CHUTNEY 400G,6,5/24/20 11:18,301173,650,3900,Kurunegala
530076,40032,PRIMA STELLA NOODLES 400G,5,5/24/20 14:01,301184,280,1400,Colombo
530077,40005,WATAWALA TEA 400G,2,5/27/20 8:41,301016,780,1560,Colombo
530078,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,5/28/20 16:00,301214,220,1320,Moneragala
530079,40017,MD MIXED FRUIT JAM 500G,3,5/29/20 12:24,301045,650,1950,Jaffna
530080,40072,FUN FOODS MAYONNAISE 250G,10,5/31/20 16:40,,490,4900,Ratnapura
530081,40081,SPRITE 1.5L,2,6/4/20 11:20,301110,350,700,Matara
530082,40025,KOTMALE FRESH MILK 1L,2,6/5/20 17:25,301172,450,900,Galle
530083,40001,DILMAH CEYLON TEA 500G,1,6/10/20 11:05,301078,1200,1200,Colombo
530084,40077,PILAWOOS FALOODA MIX 200G,6,6/12/20 15:02,301005,350,2100,Kegalle
530085,40013,SPA CEYLON SLEEP BODY LOTION,3,6/13/20 20:28,,3500,10500,Badulla
530086,40088,CARGILLS FRESH EGGS (10),8,6/15/20 13:21,301019,350,2800,Gampaha
530087,40088,CARGILLS FRESH EGGS (10),2,6/17/20 11:30,,350,700,Gampaha
530088,40014,SPA CEYLON HAND CREAM,5,6/17/20 16:21,,2200,11000,Hambantota
530089,40013,SPA CEYLON SLEEP BODY LOTION,8,6/18/20 11:48,301157,3500,28000,Colombo
530090,40005,WATAWALA TEA 400G,2,6/25/20 16:01,301073,780,1560,Trincomalee
530091,40018,MD MANGO CHUTNEY 400G,1,6/28/20 16:20,301101,650,650,Jaffna
530092,40004,ZESTA TEA 400G,2,6/29/20 13:32,301034,1050,2100,Colombo
530093,40036,MAGGI COCONUT MILK POWDER 300G,1,6/30/20 9:47,301150,750,750,Matara
530094,40007,MUNCHEE CHOCOLATE BISCUIT 200G,4,7/3/20 11:05,301055,220,880,Badulla
530095,40001,DILMAH CEYLON TEA 500G,8,7/7/20 9:34,301055,1200,9600,Kalutara
530096,40004,ZESTA TEA 400G,6,7/7/20 19:14,301072,1050,6300,Puttalam
530097,40084,AKBAR TEA 400G,2,7/8/20 14:42,301163,700,1400,Badulla
530098,40073,DELMEGE BASMATI RICE 5KG,4,7/9/20 17:58,301117,2100,8400,Colombo
530099,40054,PEARS BABY POWDER 100G,4,7/9/20 18:33,301057,250,1000,Kegalle
530100,40051,LANKA SOY CHICKEN FLAVOUR 90G,6,7/15/20 9:45,,120,720,Kandy
530101,40039,CLOGARD TOOTHPASTE 120G,12,7/17/20 9:26,301131,220,2640,Colombo
530102,40050,RANCRISP CASHEWS 50G,2,7/18/20 10:23,301014,350,700,Colombo
530103,40035,CBL SAMAPOSHA 200G,2,7/18/20 11:49,301158,180,360,Gampaha
530104,40069,ANCHOR BUTTER 200G,5,7/18/20 18:01,301045,780,3900,Colombo
530105,40042,MARINA COCONUT OIL 1L,20,7/19/20 13:54,,950,19000,Galle
530106,40048,EDINBOROUGH SOY SAUCE 400ML,5,7/20/20 18:29,301082,350,1750,Kalutara
530107,40012,MALIBAN CREAM CRACKER 500G,1,7/21/20 13:10,301104,420,420,Gampaha
530108,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,7/22/20 10:59,301042,220,660,Mullaitivu
530109,40015,SIDDHALEPA BALM 50G,3,8/3/20 15:15,301103,250,750,Nuwara Eliya
530110,40036,MAGGI COCONUT MILK POWDER 300G,2,8/3/20 15:50,301109,750,1500,Kegalle
530111,40067,COLGATE TOOTHPASTE 120G,5,8/5/20 20:39,301217,240,1200,Trincomalee
530112,40055,LIFEBUOY SOAP 100G,1,8/6/20 20:01,301098,130,130,Jaffna
530113,40031,PRIMA KOTTU MEE CUP,2,8/9/20 12:20,,150,300,Gampaha
530114,40003,DILMAH GREEN TEA 20 BAGS,3,8/13/20 13:20,,550,1650,Nuwara Eliya
530115,40047,PELWATTE BUTTER 200G,5,8/16/20 12:16,301034,750,3750,Vavuniya
530116,40084,AKBAR TEA 400G,2,8/19/20 11:53,301203,700,1400,Puttalam
530117,40020,ELEPHANT HOUSE CREAM SODA 1.5L,3,8/21/20 13:13,301077,400,1200,Batticaloa
530118,40001,DILMAH CEYLON TEA 500G,1,8/22/20 18:56,301181,1200,1200,Colombo
530119,40045,PANADOL 100 TABLETS,3,8/27/20 15:50,301067,450,1350,Matale
530120,40044,HAPPY COW CHEESE 120G,10,8/28/20 8:32,301161,850,8500,Badulla
530121,40013,SPA CEYLON SLEEP BODY LOTION,1,8/28/20 17:26,301057,3500,3500,Matale
530122,40020,ELEPHANT HOUSE CREAM SODA 1.5L,15,8/28/20 19:54,301123,400,6000,Badulla
530123,40005,WATAWALA TEA 400G,5,8/29/20 13:42,301009,780,3900,Ratnapura
530124,40003,DILMAH GREEN TEA 20 BAGS,6,8/31/20 9:47,,550,3300,Badulla
530125,DELV,COURIER DELIVERY CHARGE,4,9/1/20 14:54,301065,550.5,2202,Batticaloa
530126,40082,NECTO 1.5L,3,9/2/20 19:43,301005,350,1050,Trincomalee
530127,40030,KIST MIXED FRUIT NECTAR 1L,2,9/5/20 11:38,301177,550,1100,Colombo
530128,40034,HARISCHANDRA COFFEE 100G,2,9/5/20 12:41,301210,380,760,Colombo
530129,40078,SOFTLOGIC COCONUT MILK 400ML,1,9/5/20 18:58,301181,320,320,Colombo
530130,40012,MALIBAN CREAM CRACKER 500G,1,9/7/20 17:07,301101,420,420,Kurunegala
530131,40057,VIM DISHWASH LIQUID 500ML,5,9/11/20 17:55,301219,450,2250,Colombo
530132,40076,CEYLON COLD STORES YOGHURT 80G,2,9/11/20 20:32,301023,90,180,Colombo
530133,40074,ARALIYA WHITE RICE 5KG,3,9/13/20 13:04,301144,1450,4350,Kegalle
530134,40023,RATHTHI MILK POWDER 400G,5,9/13/20 13:04,301074,1100,5500,Gampaha
530135,40007,MUNCHEE CHOCOLATE BISCUIT 200G,10,9/16/20 20:20,301172,220,2200,Moneragala
530136,40012,MALIBAN CREAM CRACKER 500G,5,9/17/20 20:55,301164,420,2100,Mannar
530137,40032,PRIMA STELLA NOODLES 400G,3,9/19/20 20:44,,280,840,Gampaha
530138,40081,SPRITE 1.5L,2,9/20/20 9:02,301120,350,700,Kurunegala
530139,40049,ROZA PASTA MACARONI 400G,2,9/23/20 13:40,301106,300,600,Kandy
530140,40032,PRIMA STELLA NOODLES 400G,4,9/24/20 13:20,301059,280,1120,Galle
530141,40017,MD MIXED FRUIT JAM 500G,3,9/25/20 19:04,301050,650,1950,Anuradhapura
530142,40034,HARISCHANDRA COFFEE 100G,5,9/25/20 20:08,301150,380,1900,Colombo
530143,40002,DILMAH EARL GREY TEA 50 BAGS,3,9/27/20 17:13,,850,2550,Trincomalee
530144,40022,ANCHOR MILK POWDER 400G,2,10/1/20 11:12,301076,1150,2300,Kalutara
530145,40025,KOTMALE FRESH MILK 1L,1,10/8/20 10:47,301002,450,450,Kegalle
530146,40047,PELWATTE BUTTER 200G,8,10/8/20 19:26,301048,750,6000,Gampaha
530147,40016,LINK SAMAHAN BOX (100 PACKETS),2,10/9/20 10:24,,1500,3000,Kandy
530148,40018,MD MANGO CHUTNEY 400G,2,10/12/20 17:03,301003,650,1300,Jaffna
530149,40040,SIGNAL TOOTHPASTE 120G,2,10/13/20 9:03,,230,460,Gampaha
530150,40014,SPA CEYLON HAND CREAM,1,10/16/20 8:25,301002,2200,2200,Matara
530151,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,2,10/19/20 9:52,301073,800,1600,Colombo
530152,40001,DILMAH CEYLON TEA 500G,3,10/19/20 17:07,,1200,3600,Batticaloa
530153,40050,RANCRISP CASHEWS 50G,8,10/19/20 20:51,,350,2800,Batticaloa
530154,40011,MALIBAN LEMON PUFF 200G,3,10/20/20 10:17,301015,200,600,Gampaha
530155,40037,MOTHA STRAWBERRY JELLY 100G,2,10/21/20 14:38,301150,120,240,Kurunegala
530156,40007,MUNCHEE CHOCOLATE BISCUIT 200G,10,10/23/20 15:33,,220,2200,Kegalle
530157,40086,FITS COOKING OIL 1L,1,10/24/20 18:25,301085,1100,1100,Nuwara Eliya
530158,40025,KOTMALE FRESH MILK 1L,1,10/27/20 17:30,301044,450,450,Moneragala
530159,40049,ROZA PASTA MACARONI 400G,2,10/28/20 12:54,,300,600,Gampaha
530160,40005,WATAWALA TEA 400G,6,10/29/20 13:04,301164,780,4680,Badulla
530161,40027,KEELLS CHICKEN SAUSAGES 500G,8,10/30/20 9:50,301076,950,7600,Gampaha
530162,40001,DILMAH CEYLON TEA 500G,10,10/31/20 20:35,301041,1200,12000,Anuradhapura
530163,40001,DILMAH CEYLON TEA 500G,1,11/1/20 19:40,301116,1200,1200,Kalutara
530164,40019,ELEPHANT HOUSE GINGER BEER 1.5L,8,11/6/20 18:55,301119,400,3200,Jaffna
530165,40001,DILMAH CEYLON TEA 500G,4,11/8/20 11:08,301147,1200,4800,Gampaha
530166,40036,MAGGI COCONUT MILK POWDER 300G,1,11/8/20 15:09,301188,750,750,Gampaha
530167,40022,ANCHOR MILK POWDER 400G,2,11/9/20 13:46,,1150,2300,Colombo
530168,40089,KANDOS CHOCOLATE BAR 100G,4,11/10/20 10:08,301159,250,1000,Hambantota
530169,40005,WATAWALA TEA 400G,2,11/10/20 19:27,301165,780,1560,Puttalam
530170,40002,DILMAH EARL GREY TEA 50 BAGS,2,11/11/20 15:23,301049,850,1700,Colombo
530171,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,3,11/11/20 16:43,,800,2400,Gampaha
530172,40010,MALIBAN MARIE BISCUITS 400G,4,11/11/20 18:03,301008,350,1400,Colombo
530173,40091,USWATTE SPICES MIXED CURRY POWDER 100G,3,11/11/20 18:18,301214,220,660,Kandy
530174,40086,FITS COOKING OIL 1L,10,11/14/20 19:36,301189,1100,11000,Matara
530175,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,4,11/15/20 15:20,301064,800,3200,Jaffna
530176,40009,MUNCHEE TIKIRI MARIE 80G,1,11/15/20 18:55,301148,70,70,Badulla
530177,40092,ARALIYA COCONUT MILK POWDER 300G,4,11/17/20 16:54,301040,700,2800,Kurunegala
530178,40004,ZESTA TEA 400G,8,11/22/20 14:22,,1050,8400,Matara
530179,40023,RATHTHI MILK POWDER 400G,6,11/22/20 20:12,301083,1100,6600,Batticaloa
530180,40009,MUNCHEE TIKIRI MARIE 80G,8,11/23/20 16:21,301083,70,560,Colombo
530181,40037,MOTHA STRAWBERRY JELLY 100G,5,11/27/20 8:16,301185,120,600,Matara
530182,40040,SIGNAL TOOTHPASTE 120G,4,11/28/20 13:13,,230,920,Trincomalee
530183,40013,SPA CEYLON SLEEP BODY LOTION,5,11/29/20 8:29,301003,3500,17500,Gampaha
530184,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,11/29/20 17:37,,400,1200,Jaffna
530185,40003,DILMAH GREEN TEA 20 BAGS,6,11/30/20 17:50,301174,550,3300,Ratnapura
530186,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,12/2/20 9:22,301055,400,1200,Puttalam
C530187,40004,ZESTA TEA 400G,-2,12/3/20 11:31,301211,1050,-2100,Ampara
530188,40018,MD MANGO CHUTNEY 400G,2,12/3/20 13:58,301183,650,1300,Kegalle
530189,40033,HARISCHANDRA NOODLES 400G,8,12/3/20 14:50,301031,250,2000,Colombo
530190,40031,PRIMA KOTTU MEE CUP,4,12/4/20 12:27,,150,600,Matara
530191,40018,MD MANGO CHUTNEY 400G,2,12/5/20 20:28,,650,1300,Kalutara
530192,40023,RATHTHI MILK POWDER 400G,1,12/6/20 18:49,,1100,1100,Colombo
530193,40060,SUNLIGHT SOAP 115G,2,12/7/20 19:09,301206,120,240,Hambantota
530194,40016,LINK SAMAHAN BOX (100 PACKETS),1,12/7/20 20:43,301078,1500,1500,Kalutara
530195,40052,WIJAYA ROASTED CURRY POWDER 250G,4,12/8/20 12:50,301032,400,1600,Galle
530196,40030,KIST MIXED FRUIT NECTAR 1L,4,12/10/20 17:42,,550,2200,Polonnaruwa
530197,40029,KIST TOMATO KETCHUP 400G,2,12/13/20 20:53,301043,450,900,Matara
530198,40061,VELVET BEAUTY SOAP 100G,6,12/17/20 13:03,301107,150,900,Badulla
530199,40055,LIFEBUOY SOAP 100G,3,12/17/20 14:47,301172,130,390,Colombo
530200,40041,BABY CHERAMY SOAP 90G,2,12/21/20 9:08,301116,140,280,Batticaloa
530201,40004,ZESTA TEA 400G,1,12/22/20 16:13,,1050,1050,Gampaha
530202,40004,ZESTA TEA 400G,1,12/26/20 8:03,301103,1050,1050,Hambantota
530203,40011,MALIBAN LEMON PUFF 200G,3,12/27/20 8:53,301001,200,600,Matale
530204,40063,MILO 400G,6,12/27/20 10:12,301086,780,4680,Gampaha
530205,40008,MUNCHEE LEMON PUFF 200G,2,12/27/20 12:53,301063,200,400,Kandy
530206,40051,LANKA SOY CHICKEN FLAVOUR 90G,3,12/28/20 11:22,301018,120,360,Matale
530207,40022,ANCHOR MILK POWDER 400G,2,12/28/20 18:47,301020,1150,2300,Kalutara
530208,40045,PANADOL 100 TABLETS,3,12/30/20 20:31,301220,450,1350,Puttalam
530209,40034,HARISCHANDRA COFFEE 100G,2,12/31/20 13:48,301083,380,760,Vavuniya
530210,40085,RANFAT COOKING OIL 1L,2,1/2/21 11:42,301159,1200,2400,Trincomalee
530211,40056,SUNSILK BLACK SHAMPOO 200ML,2,1/2/21 17:21,301220,575,1150,Trincomalee
530212,40010,MALIBAN MARIE BISCUITS 400G,2,1/3/21 8:58,301065,365,730,Matara
530213,40002,DILMAH EARL GREY TEA 50 BAGS,15,1/3/21 11:36,,890,13350,Gampaha
530214,40010,MALIBAN MARIE BISCUITS 400G,2,1/4/21 16:51,301207,365,730,Moneragala
530215,40085,RANFAT COOKING OIL 1L,5,1/5/21 14:57,301083,1200,6000,Ratnapura
530216,40005,WATAWALA TEA 400G,1,1/8/21 19:28,301016,815,815,Moneragala
530217,40002,DILMAH EARL GREY TEA 50 BAGS,3,1/9/21 8:15,301058,890,2670,Kalutara
530218,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,1/10/21 15:24,301082,470,470,Matale
530219,40007,MUNCHEE CHOCOLATE BISCUIT 200G,1,1/11/21 11:52,301215,230,230,Kalutara
530220,40008,MUNCHEE LEMON PUFF 200G,8,1/12/21 8:39,,210,1680,Kalutara
530221,40002,DILMAH EARL GREY TEA 50 BAGS,2,1/14/21 10:48,301020,890,1780,Kegalle
530222,40089,KANDOS CHOCOLATE BAR 100G,2,1/14/21 13:52,301164,260,520,Colombo
530223,40001,DILMAH CEYLON TEA 500G,2,1/15/21 10:36,301060,1255,2510,Puttalam
530224,40004,ZESTA TEA 400G,8,1/16/21 8:23,301047,1095,8760,Gampaha
530225,40067,COLGATE TOOTHPASTE 120G,6,1/16/21 16:44,,250,1500,Kalutara
530226,40002,DILMAH EARL GREY TEA 50 BAGS,4,1/17/21 15:44,301004,890,3560,Colombo
530227,40012,MALIBAN CREAM CRACKER 500G,10,1/19/21 18:03,,440,4400,Anuradhapura
530228,40029,KIST TOMATO KETCHUP 400G,2,1/23/21 10:45,301202,470,940,Ratnapura
530229,40026,KITHUL TREACLE 750ML,2,1/23/21 14:33,301187,1880,3760,Kandy
530230,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,1/25/21 15:42,301011,230,1380,Colombo
530231,40056,SUNSILK BLACK SHAMPOO 200ML,6,1/31/21 16:13,,575,3450,Ratnapura
530232,40026,KITHUL TREACLE 750ML,5,1/31/21 16:47,,1880,9400,Trincomalee
530233,40002,DILMAH EARL GREY TEA 50 BAGS,8,2/3/21 16:16,301147,890,7120,Galle
530234,40016,LINK SAMAHAN BOX (100 PACKETS),1,2/4/21 9:42,301067,1570,1570,Ratnapura
530235,40001,DILMAH CEYLON TEA 500G,1,2/4/21 10:59,301142,1255,1255,Gampaha
530236,40008,MUNCHEE LEMON PUFF 200G,2,2/4/21 14:22,,210,420,Ampara
530237,40004,ZESTA TEA 400G,2,2/7/21 16:25,301028,1095,2190,Colombo
530238,40014,SPA CEYLON HAND CREAM,1,2/9/21 20:26,301085,2300,2300,Matara
530239,40009,MUNCHEE TIKIRI MARIE 80G,2,2/10/21 10:10,,75,150,Gampaha
530240,40079,CEYLON TOBACCO (CIGARETTES PACK),12,2/11/21 11:40,301169,1255,15060,Nuwara Eliya
530241,40036,MAGGI COCONUT MILK POWDER 300G,1,2/11/21 14:12,,785,785,Ampara
530242,40080,COCA-COLA 1.5L,4,2/11/21 18:17,301145,365,1460,Moneragala
530243,40012,MALIBAN CREAM CRACKER 500G,1,2/23/21 17:14,301012,440,440,Anuradhapura
530244,40011,MALIBAN LEMON PUFF 200G,6,3/4/21 8:06,301001,210,1260,Matale
530245,40006,MUNCHEE SUPER CREAM CRACKER 500G,4,3/4/21 20:03,301044,470,1880,Jaffna
530246,40005,WATAWALA TEA 400G,8,3/5/21 19:58,,815,6520,Ratnapura
530247,40002,DILMAH EARL GREY TEA 50 BAGS,1,3/8/21 16:22,301045,890,890,Kilinochchi
530248,40001,DILMAH CEYLON TEA 500G,8,3/9/21 11:48,301144,1255,10040,Kegalle
530249,40026,KITHUL TREACLE 750ML,4,3/9/21 20:26,301213,1880,7520,Gampaha
530250,40040,SIGNAL TOOTHPASTE 120G,3,3/11/21 18:54,301056,240,720,Badulla
530251,40006,MUNCHEE SUPER CREAM CRACKER 500G,2,3/15/21 9:52,,470,940,Puttalam
530252,40006,MUNCHEE SUPER CREAM CRACKER 500G,8,3/15/21 16:20,301044,470,3760,Gampaha
530253,40004,ZESTA TEA 400G,2,3/17/21 13:11,301079,1095,2190,Colombo
530254,40048,EDINBOROUGH SOY SAUCE 400ML,8,3/17/21 14:58,301079,365,2920,Gampaha
530255,40003,DILMAH GREEN TEA 20 BAGS,8,3/18/21 15:12,301208,575,4600,Colombo
530256,40091,USWATTE SPICES MIXED CURRY POWDER 100G,4,3/18/21 17:46,301061,230,920,Kalutara
530257,40002,DILMAH EARL GREY TEA 50 BAGS,8,3/19/21 19:22,,890,7120,Anuradhapura
530258,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,3/23/21 18:40,301019,470,470,Kalutara
530259,40056,SUNSILK BLACK SHAMPOO 200ML,3,3/24/21 19:04,301002,575,1725,Nuwara Eliya
530260,40074,ARALIYA WHITE RICE 5KG,2,3/28/21 19:58,301082,1515,3030,Batticaloa
530261,40031,PRIMA KOTTU MEE CUP,3,3/29/21 19:10,301037,155,465,Kegalle
530262,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,3/29/21 19:13,301040,125,250,Hambantota
530263,40075,RANMUTHU RICE 5KG,2,3/30/21 12:32,301187,1570,3140,Anuradhapura
530264,40066,PONDS TALCUM POWDER 100G,1,4/1/21 11:21,301004,395,395,Colombo
530265,DELV,COURIER DELIVERY CHARGE,1,4/2/21 18:09,301061,582,582,Polonnaruwa
530266,40005,WATAWALA TEA 400G,10,4/6/21 14:42,301013,815,8150,Kalutara
530267,40069,ANCHOR BUTTER 200G,2,4/11/21 12:27,301218,815,1630,Kegalle
C530268,40041,BABY CHERAMY SOAP 90G,-3,4/13/21 13:58,301003,145,-435,Ratnapura
530269,40038,MOTHA FALUDA MIX 100G,3,4/15/21 8:14,301058,210,630,Kurunegala
530270,40024,HIGHLAND MILK 1L,4,4/15/21 13:48,301069,420,1680,Trincomalee
530271,40008,MUNCHEE LEMON PUFF 200G,1,4/15/21 18:22,301132,210,210,Kurunegala
530272,40006,MUNCHEE SUPER CREAM CRACKER 500G,4,4/16/21 8:44,301148,470,1880,Matara
530273,40090,RITZBURY CHOCOLATE BAR 100G,8,4/17/21 12:40,301148,270,2160,Anuradhapura
530274,40066,PONDS TALCUM POWDER 100G,15,4/21/21 19:55,301204,395,5925,Kalutara
530275,40024,HIGHLAND MILK 1L,4,4/22/21 13:12,301160,420,1680,Kalutara
530276,40005,WATAWALA TEA 400G,2,4/23/21 11:18,301109,815,1630,Jaffna
530277,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,4/23/21 14:46,,420,1260,Colombo
